Breakdown_ID,Tournament_ID,Platform,Broadcast_Language,Platform_Peak_Viewers,Platform_Hours_Watched_k,Viewer_Share_Pct
VBD_0005384,TN_001150,YouTube,Vietnamese,237797,23805.25,25.8
VBD_0005385,TN_001150,YouTube,Korean,191812,19201.84,20.8
VBD_0005386,TN_001150,AfreecaTV / SOOP,Korean,128624,12876.31,14.0
VBD_0005387,TN_001150,Twitch,Spanish,95905,9600.86,10.4
VBD_0005388,TN_001151,Twitch,English,11718,125.91,32.6
VBD_0005389,TN_001151,YouTube,Vietnamese,8796,94.51,24.5
VBD_0005390,TN_001151,YouTube,Korean,6810,73.17,19.0
VBD_0005391,TN_001151,AfreecaTV / SOOP,Korean,3846,41.33,10.7
VBD_0005392,TN_001151,Twitch,Spanish,3561,38.27,9.9
VBD_0005393,TN_001152,YouTube,Indonesian,283074,24527.66,36.7
VBD_0005394,TN_001152,TikTok Live,Southeast Asian,182290,15794.98,23.7
VBD_0005395,TN_001152,YouTube,Vietnamese,166430,14420.75,21.6
VBD_0005396,TN_001152,Twitch,English,121694,10544.53,15.8
VBD_0005397,TN_001152,Facebook Gaming,Portuguese,31284,2710.7,4.1
VBD_0005398,TN_001153,Twitch,English,2453332,83826.72,49.6
VBD_0005399,TN_001153,YouTube,English,1223011,41788.5,24.7
VBD_0005400,TN_001153,Twitch,European,832602,28448.79,16.8
VBD_0005401,TN_001153,YouTube,Asian,560736,19159.52,11.3
VBD_0005402,TN_001154,Twitch,English,26207,526.45,35.6
VBD_0005403,TN_001154,YouTube,Vietnamese,19368,389.07,26.3
VBD_0005404,TN_001154,YouTube,Korean,14615,293.59,19.9
VBD_0005405,TN_001154,AfreecaTV / SOOP,Korean,8575,172.27,11.7
VBD_0005406,TN_001154,Twitch,Spanish,3924,78.83,5.3
VBD_0005407,TN_001155,Twitch,English,41620,1121.13,33.9
VBD_0005408,TN_001155,YouTube,Vietnamese,31768,855.75,25.8
VBD_0005409,TN_001155,YouTube,Korean,23389,630.05,19.0
VBD_0005410,TN_001155,AfreecaTV / SOOP,Korean,12617,339.89,10.3
VBD_0005411,TN_001155,Twitch,Spanish,13457,362.51,10.9
VBD_0005412,TN_001156,Twitch,English,767346,42827.63,47.4
VBD_0005413,TN_001156,YouTube,English,374957,20927.39,23.2
VBD_0005414,TN_001156,Twitch,European,269505,15041.81,16.7
VBD_0005415,TN_001156,YouTube,Asian,138708,7741.67,8.6
VBD_0005416,TN_001157,Twitch,English,521723,34822.87,47.9
VBD_0005417,TN_001157,YouTube,English,250826,16741.6,23.0
VBD_0005418,TN_001157,Twitch,European,153644,10255.12,14.1
VBD_0005419,TN_001157,YouTube,Asian,87691,5853.07,8.1
VBD_0005420,TN_001158,YouTube,Indonesian,713677,44371.26,35.8
VBD_0005421,TN_001158,TikTok Live,Southeast Asian,506890,31514.71,25.4
VBD_0005422,TN_001158,YouTube,Vietnamese,404850,25170.62,20.3
VBD_0005423,TN_001158,Twitch,English,284663,17698.26,14.3
VBD_0005424,TN_001158,Facebook Gaming,Portuguese,122377,7608.54,6.1
VBD_0005425,TN_001159,Twitch,English,787551,48940.51,48.5
VBD_0005426,TN_001159,YouTube,English,392565,24395.03,24.2
VBD_0005427,TN_001159,Twitch,European,227936,14164.6,14.1
VBD_0005428,TN_001159,YouTube,Asian,176398,10961.88,10.9
VBD_0005429,TN_001160,Twitch,English,81025,2910.98,50.8
VBD_0005430,TN_001160,YouTube,English,38245,1374.03,24.0
VBD_0005431,TN_001160,Twitch,European,27183,976.6,17.0
VBD_0005432,TN_001160,YouTube,Asian,15944,572.83,10.0
VBD_0005433,TN_001161,Twitch,English,175241,3237.61,43.7
VBD_0005434,TN_001161,Twitch,Russian,80906,1494.77,20.2
VBD_0005435,TN_001161,YouTube,Portuguese,70471,1301.96,17.6
VBD_0005436,TN_001161,Twitch,Spanish,31800,587.53,7.9
VBD_0005437,TN_001161,Chzzk / AfreecaTV,Korean,31658,584.89,7.9
VBD_0005438,TN_001162,Twitch,English,594877,21573.5,48.8
VBD_0005439,TN_001162,YouTube,English,279294,10128.74,22.9
VBD_0005440,TN_001162,Twitch,European,210376,7629.4,17.3
VBD_0005441,TN_001162,YouTube,Asian,104950,3806.07,8.6
VBD_0005442,TN_001163,Twitch,English,1504895,68917.48,44.6
VBD_0005443,TN_001163,Twitch,Russian,604523,27684.49,17.9
VBD_0005444,TN_001163,YouTube,Portuguese,656446,30062.33,19.5
VBD_0005445,TN_001163,Twitch,Spanish,394298,18057.12,11.7
VBD_0005446,TN_001163,Chzzk / AfreecaTV,Korean,139677,6396.59,4.1
VBD_0005447,TN_001164,YouTube,Indonesian,255852,13080.3,32.8
VBD_0005448,TN_001164,TikTok Live,Southeast Asian,184696,9442.47,23.7
VBD_0005449,TN_001164,YouTube,Vietnamese,132921,6795.51,17.0
VBD_0005450,TN_001164,Twitch,English,107418,5491.7,13.8
VBD_0005451,TN_001164,Facebook Gaming,Portuguese,42364,2165.88,5.4
VBD_0005452,TN_001165,Twitch,English,94484,589.22,32.3
VBD_0005453,TN_001165,YouTube,Vietnamese,67297,419.68,23.0
VBD_0005454,TN_001165,YouTube,Korean,55787,347.9,19.0
VBD_0005455,TN_001165,AfreecaTV / SOOP,Korean,38918,242.7,13.3
VBD_0005456,TN_001165,Twitch,Spanish,31416,195.92,10.7
VBD_0005457,TN_001166,YouTube,Indonesian,1579367,108566.03,37.3
VBD_0005458,TN_001166,TikTok Live,Southeast Asian,959789,65976.13,22.6
VBD_0005459,TN_001166,YouTube,Vietnamese,791514,54408.84,18.7
VBD_0005460,TN_001166,Twitch,English,626035,43033.8,14.8
VBD_0005461,TN_001166,Facebook Gaming,Portuguese,96762,6651.47,2.3
VBD_0005462,TN_001167,Twitch,English,47484,567.55,49.5
VBD_0005463,TN_001167,YouTube,English,26593,317.85,27.7
VBD_0005464,TN_001167,Twitch,European,14048,167.91,14.6
VBD_0005465,TN_001167,YouTube,Asian,8873,106.05,9.2
VBD_0005466,TN_001168,Twitch,English,159775,2893.37,42.3
VBD_0005467,TN_001168,Twitch,Russian,69571,1259.87,18.4
VBD_0005468,TN_001168,YouTube,Portuguese,60259,1091.24,16.0
VBD_0005469,TN_001168,Twitch,Spanish,29076,526.55,7.7
VBD_0005470,TN_001168,Chzzk / AfreecaTV,Korean,28073,508.39,7.4
VBD_0005471,TN_001169,Twitch,English,159317,8770.44,49.3
VBD_0005472,TN_001169,YouTube,English,87303,4806.09,27.0
VBD_0005473,TN_001169,Twitch,European,50802,2796.68,15.7
VBD_0005474,TN_001169,YouTube,Asian,37894,2086.08,11.7
VBD_0005475,TN_001170,YouTube,Indonesian,256133,12002.56,32.4
VBD_0005476,TN_001170,TikTok Live,Southeast Asian,208948,9791.46,26.4
VBD_0005477,TN_001170,YouTube,Vietnamese,154643,7246.68,19.5
VBD_0005478,TN_001170,Twitch,English,111494,5224.71,14.1
VBD_0005479,TN_001170,Facebook Gaming,Portuguese,34687,1625.47,4.4
VBD_0005480,TN_001171,YouTube,Indonesian,28420,424.6,35.4
VBD_0005481,TN_001171,TikTok Live,Southeast Asian,22041,329.3,27.5
VBD_0005482,TN_001171,YouTube,Vietnamese,14191,212.01,17.7
VBD_0005483,TN_001171,Twitch,English,13102,195.75,16.3
VBD_0005484,TN_001171,Facebook Gaming,Portuguese,6329,94.56,7.9
VBD_0005485,TN_001172,Twitch,English,619721,36971.07,37.5
VBD_0005486,TN_001172,YouTube,Vietnamese,415206,24770.24,25.1
VBD_0005487,TN_001172,YouTube,Korean,308031,18376.43,18.6
VBD_0005488,TN_001172,AfreecaTV / SOOP,Korean,183601,10953.2,11.1
VBD_0005489,TN_001172,Twitch,Spanish,104211,6216.99,6.3
VBD_0005490,TN_001173,YouTube,Indonesian,41699,1470.33,33.5
VBD_0005491,TN_001173,TikTok Live,Southeast Asian,34157,1204.43,27.4
VBD_0005492,TN_001173,YouTube,Vietnamese,21699,765.14,17.4
VBD_0005493,TN_001173,Twitch,English,21699,765.13,17.4
VBD_0005494,TN_001173,Facebook Gaming,Portuguese,2693,94.96,2.2
VBD_0005495,TN_001174,Twitch,English,111504,2169.67,47.2
VBD_0005496,TN_001174,YouTube,English,64569,1256.4,27.3
VBD_0005497,TN_001174,Twitch,European,30767,598.68,13.0
VBD_0005498,TN_001174,YouTube,Asian,24159,470.1,10.2
VBD_0005499,TN_001175,Twitch,English,99913,1677.12,34.3
VBD_0005500,TN_001175,YouTube,Vietnamese,71243,1195.88,24.4
VBD_0005501,TN_001175,YouTube,Korean,50186,842.41,17.2
VBD_0005502,TN_001175,AfreecaTV / SOOP,Korean,27276,457.86,9.4
VBD_0005503,TN_001175,Twitch,Spanish,28402,476.76,9.7
VBD_0005504,TN_001176,Twitch,English,1982034,105666.03,42.9
VBD_0005505,TN_001176,Twitch,Russian,1048456,55895.18,22.7
VBD_0005506,TN_001176,YouTube,Portuguese,720421,38407.03,15.6
VBD_0005507,TN_001176,Twitch,Spanish,424287,22619.55,9.2
VBD_0005508,TN_001176,Chzzk / AfreecaTV,Korean,378216,20163.44,8.2
VBD_0005509,TN_001177,Twitch,English,737492,52529.99,52.0
VBD_0005510,TN_001177,YouTube,English,338943,24142.22,23.9
VBD_0005511,TN_001177,Twitch,European,221520,15778.44,15.6
VBD_0005512,TN_001177,YouTube,Asian,139557,9940.4,9.8
VBD_0005513,TN_001178,Twitch,English,49006,875.07,51.8
VBD_0005514,TN_001178,YouTube,English,25890,462.31,27.3
VBD_0005515,TN_001178,Twitch,European,13678,244.25,14.4
VBD_0005516,TN_001178,YouTube,Asian,8544,152.57,9.0
VBD_0005517,TN_001179,Twitch,English,2758951,256706.09,44.6
VBD_0005518,TN_001179,Twitch,Russian,1139049,105982.65,18.4
VBD_0005519,TN_001179,YouTube,Portuguese,1280751,119167.24,20.7
VBD_0005520,TN_001179,Twitch,Spanish,685211,63755.34,11.1
VBD_0005521,TN_001179,Chzzk / AfreecaTV,Korean,326178,30349.18,5.3
VBD_0005522,TN_001180,Twitch,English,96253,2008.22,47.4
VBD_0005523,TN_001180,Twitch,Russian,36713,765.99,18.1
VBD_0005524,TN_001180,YouTube,Portuguese,36499,761.52,18.0
VBD_0005525,TN_001180,Twitch,Spanish,14785,308.48,7.3
VBD_0005526,TN_001180,Chzzk / AfreecaTV,Korean,11618,242.41,5.7
VBD_0005527,TN_001181,Twitch,English,1328014,93019.98,42.5
VBD_0005528,TN_001181,Twitch,Russian,660032,46231.6,21.1
VBD_0005529,TN_001181,YouTube,Portuguese,643827,45096.5,20.6
VBD_0005530,TN_001181,Twitch,Spanish,304690,21341.84,9.7
VBD_0005531,TN_001181,Chzzk / AfreecaTV,Korean,156209,10941.58,5.0
VBD_0005532,TN_001182,YouTube,Indonesian,207965,8611.92,35.4
VBD_0005533,TN_001182,TikTok Live,Southeast Asian,138314,5727.65,23.5
VBD_0005534,TN_001182,YouTube,Vietnamese,132812,5499.81,22.6
VBD_0005535,TN_001182,Twitch,English,91638,3794.78,15.6
VBD_0005536,TN_001182,Facebook Gaming,Portuguese,23489,972.72,4.0
VBD_0005537,TN_001183,Twitch,English,112705,3991.96,50.0
VBD_0005538,TN_001183,YouTube,English,52151,1847.19,23.2
VBD_0005539,TN_001183,Twitch,European,32436,1148.87,14.4
VBD_0005540,TN_001183,YouTube,Asian,28366,1004.72,12.6
VBD_0005541,TN_001184,Twitch,English,117512,4925.95,33.0
VBD_0005542,TN_001184,YouTube,Vietnamese,93926,3937.27,26.4
VBD_0005543,TN_001184,YouTube,Korean,61266,2568.21,17.2
VBD_0005544,TN_001184,AfreecaTV / SOOP,Korean,42453,1779.58,11.9
VBD_0005545,TN_001184,Twitch,Spanish,26188,1097.79,7.4
VBD_0005546,TN_001185,Twitch,English,403773,39077.5,47.3
VBD_0005547,TN_001185,Twitch,Russian,177881,17215.54,20.8
VBD_0005548,TN_001185,YouTube,Portuguese,162174,15695.39,19.0
VBD_0005549,TN_001185,Twitch,Spanish,86852,8405.69,10.2
VBD_0005550,TN_001185,Chzzk / AfreecaTV,Korean,83045,8037.2,9.7
VBD_0005551,TN_001186,Twitch,English,3179232,297024.91,52.4
VBD_0005552,TN_001186,YouTube,English,1611517,150558.6,26.6
VBD_0005553,TN_001186,Twitch,European,915302,85513.63,15.1
VBD_0005554,TN_001186,YouTube,Asian,467395,43667.21,7.7
VBD_0005555,TN_001187,Twitch,English,214747,1434.86,47.4
VBD_0005556,TN_001187,YouTube,English,105327,703.76,23.2
VBD_0005557,TN_001187,Twitch,European,72141,482.02,15.9
VBD_0005558,TN_001187,YouTube,Asian,36406,243.25,8.0
VBD_0005559,TN_001188,YouTube,Indonesian,193195,4014.99,37.6
VBD_0005560,TN_001188,TikTok Live,Southeast Asian,117659,2445.19,22.9
VBD_0005561,TN_001188,YouTube,Vietnamese,93743,1948.19,18.2
VBD_0005562,TN_001188,Twitch,English,68508,1423.74,13.3
VBD_0005563,TN_001188,Facebook Gaming,Portuguese,38751,805.33,7.5
VBD_0005564,TN_001189,YouTube,Indonesian,159909,1887.56,33.0
VBD_0005565,TN_001189,TikTok Live,Southeast Asian,112769,1331.12,23.3
VBD_0005566,TN_001189,YouTube,Vietnamese,96774,1142.32,20.0
VBD_0005567,TN_001189,Twitch,English,59459,701.86,12.3
VBD_0005568,TN_001189,Facebook Gaming,Portuguese,18029,212.82,3.7
VBD_0005569,TN_001190,Twitch,English,418138,24738.31,45.1
VBD_0005570,TN_001190,Twitch,Russian,159119,9413.97,17.2
VBD_0005571,TN_001190,YouTube,Portuguese,175217,10366.38,18.9
VBD_0005572,TN_001190,Twitch,Spanish,99798,5904.39,10.8
VBD_0005573,TN_001190,Chzzk / AfreecaTV,Korean,51715,3059.67,5.6
VBD_0005574,TN_001191,Twitch,English,128501,2591.45,45.3
VBD_0005575,TN_001191,Twitch,Russian,58594,1181.66,20.7
VBD_0005576,TN_001191,YouTube,Portuguese,51890,1046.46,18.3
VBD_0005577,TN_001191,Twitch,Spanish,26829,541.07,9.5
VBD_0005578,TN_001191,Chzzk / AfreecaTV,Korean,16090,324.49,5.7
VBD_0005579,TN_001192,Twitch,English,724029,72344.55,47.7
VBD_0005580,TN_001192,YouTube,English,419455,41911.73,27.6
VBD_0005581,TN_001192,Twitch,European,197740,19758.1,13.0
VBD_0005582,TN_001192,YouTube,Asian,115901,11580.78,7.6
VBD_0005583,TN_001193,Twitch,English,1801163,180989.09,46.3
VBD_0005584,TN_001193,Twitch,Russian,746158,74977.35,19.2
VBD_0005585,TN_001193,YouTube,Portuguese,730123,73366.11,18.8
VBD_0005586,TN_001193,Twitch,Spanish,302324,30378.94,7.8
VBD_0005587,TN_001193,Chzzk / AfreecaTV,Korean,292004,29341.96,7.5
VBD_0005588,TN_001194,Twitch,English,21206,403.85,33.2
VBD_0005589,TN_001194,YouTube,Vietnamese,16316,310.73,25.5
VBD_0005590,TN_001194,YouTube,Korean,12663,241.17,19.8
VBD_0005591,TN_001194,AfreecaTV / SOOP,Korean,6259,119.21,9.8
VBD_0005592,TN_001194,Twitch,Spanish,6601,125.71,10.3
VBD_0005593,TN_001195,Twitch,English,147649,2810.16,48.8
VBD_0005594,TN_001195,YouTube,English,73496,1398.84,24.3
VBD_0005595,TN_001195,Twitch,European,49776,947.39,16.4
VBD_0005596,TN_001195,YouTube,Asian,32309,614.94,10.7
VBD_0005597,TN_001196,YouTube,Indonesian,1024239,84493.01,36.5
VBD_0005598,TN_001196,TikTok Live,Southeast Asian,623795,51459.03,22.2
VBD_0005599,TN_001196,YouTube,Vietnamese,557304,45973.92,19.8
VBD_0005600,TN_001196,Twitch,English,401103,33088.39,14.3
VBD_0005601,TN_001196,Facebook Gaming,Portuguese,64678,5335.59,2.3
VBD_0005602,TN_001197,YouTube,Indonesian,336124,21207.89,37.8
VBD_0005603,TN_001197,TikTok Live,Southeast Asian,241425,15232.83,27.1
VBD_0005604,TN_001197,YouTube,Vietnamese,186531,11769.26,21.0
VBD_0005605,TN_001197,Twitch,English,141339,8917.84,15.9
VBD_0005606,TN_001197,Facebook Gaming,Portuguese,70496,4448.0,7.9
VBD_0005607,TN_001198,Twitch,English,92011,2409.87,43.6
VBD_0005608,TN_001198,Twitch,Russian,36937,967.42,17.5
VBD_0005609,TN_001198,YouTube,Portuguese,41147,1077.69,19.5
VBD_0005610,TN_001198,Twitch,Spanish,24375,638.42,11.5
VBD_0005611,TN_001198,Chzzk / AfreecaTV,Korean,11804,309.17,5.6
VBD_0005612,TN_001199,Twitch,English,21648,424.08,44.9
VBD_0005613,TN_001199,Twitch,Russian,10695,209.52,22.2
VBD_0005614,TN_001199,YouTube,Portuguese,7708,151.02,16.0
VBD_0005615,TN_001199,Twitch,Spanish,5280,103.45,11.0
VBD_0005616,TN_001199,Chzzk / AfreecaTV,Korean,3252,63.71,6.8
VBD_0005617,TN_001200,Twitch,English,579672,24845.85,52.3
VBD_0005618,TN_001200,YouTube,English,265935,11398.5,24.0
VBD_0005619,TN_001200,Twitch,European,146752,6290.09,13.2
VBD_0005620,TN_001200,YouTube,Asian,105142,4506.62,9.5
VBD_0005621,TN_001201,Twitch,English,2061859,95267.5,52.0
VBD_0005622,TN_001201,YouTube,English,913054,42187.38,23.0
VBD_0005623,TN_001201,Twitch,European,702181,32444.07,17.7
VBD_0005624,TN_001201,YouTube,Asian,472399,21827.06,11.9
VBD_0005625,TN_001202,YouTube,Indonesian,443503,21464.45,37.9
VBD_0005626,TN_001202,TikTok Live,Southeast Asian,276827,13397.73,23.6
VBD_0005627,TN_001202,YouTube,Vietnamese,245918,11901.82,21.0
VBD_0005628,TN_001202,Twitch,English,194691,9422.58,16.6
VBD_0005629,TN_001202,Facebook Gaming,Portuguese,92406,4472.24,7.9
VBD_0005630,TN_001203,Twitch,English,127970,3621.4,36.9
VBD_0005631,TN_001203,YouTube,Vietnamese,76598,2167.64,22.1
VBD_0005632,TN_001203,YouTube,Korean,70230,1987.42,20.2
VBD_0005633,TN_001203,AfreecaTV / SOOP,Korean,49947,1413.46,14.4
VBD_0005634,TN_001203,Twitch,Spanish,24807,702.02,7.1
VBD_0005635,TN_001204,Twitch,English,1759191,118253.65,47.5
VBD_0005636,TN_001204,YouTube,English,944442,63485.88,25.5
VBD_0005637,TN_001204,Twitch,European,451222,30331.37,12.2
VBD_0005638,TN_001204,YouTube,Asian,349020,23461.33,9.4
VBD_0005639,TN_001205,Twitch,English,169231,3280.84,51.5
VBD_0005640,TN_001205,YouTube,English,86698,1680.8,26.4
VBD_0005641,TN_001205,Twitch,European,42887,831.45,13.1
VBD_0005642,TN_001205,YouTube,Asian,26663,516.92,8.1
VBD_0005643,TN_001206,Twitch,English,13809,203.04,49.4
VBD_0005644,TN_001206,YouTube,English,7161,105.29,25.6
VBD_0005645,TN_001206,Twitch,European,4627,68.04,16.6
VBD_0005646,TN_001206,YouTube,Asian,2084,30.65,7.5
VBD_0005647,TN_001207,Twitch,English,150663,3629.78,44.9
VBD_0005648,TN_001207,Twitch,Russian,63756,1536.01,19.0
VBD_0005649,TN_001207,YouTube,Portuguese,53893,1298.39,16.1
VBD_0005650,TN_001207,Twitch,Spanish,35586,857.35,10.6
VBD_0005651,TN_001207,Chzzk / AfreecaTV,Korean,16854,406.05,5.0
VBD_0005652,TN_001208,YouTube,Indonesian,338708,18389.0,34.7
VBD_0005653,TN_001208,TikTok Live,Southeast Asian,261206,14181.31,26.8
VBD_0005654,TN_001208,YouTube,Vietnamese,199865,10850.98,20.5
VBD_0005655,TN_001208,Twitch,English,140776,7642.98,14.4
VBD_0005656,TN_001208,Facebook Gaming,Portuguese,36548,1984.29,3.7
VBD_0005657,TN_001209,Twitch,English,828633,37818.48,47.8
VBD_0005658,TN_001209,YouTube,English,396235,18084.02,22.9
VBD_0005659,TN_001209,Twitch,European,299355,13662.45,17.3
VBD_0005660,TN_001209,YouTube,Asian,184330,8412.78,10.6
VBD_0005661,TN_001210,YouTube,Indonesian,400789,15330.13,37.5
VBD_0005662,TN_001210,TikTok Live,Southeast Asian,250657,9587.61,23.5
VBD_0005663,TN_001210,YouTube,Vietnamese,197953,7571.69,18.5
VBD_0005664,TN_001210,Twitch,English,163454,6252.11,15.3
VBD_0005665,TN_001210,Facebook Gaming,Portuguese,42509,1625.97,4.0
VBD_0005666,TN_001211,Twitch,English,666554,31106.51,37.2
VBD_0005667,TN_001211,YouTube,Vietnamese,498571,23267.16,27.8
VBD_0005668,TN_001211,YouTube,Korean,346877,16187.96,19.3
VBD_0005669,TN_001211,AfreecaTV / SOOP,Korean,214131,9993.0,11.9
VBD_0005670,TN_001211,Twitch,Spanish,129955,6064.72,7.2
VBD_0005671,TN_001212,Twitch,English,129170,3756.77,49.9
VBD_0005672,TN_001212,YouTube,English,59423,1728.25,23.0
VBD_0005673,TN_001212,Twitch,European,35070,1019.98,13.6
VBD_0005674,TN_001212,YouTube,Asian,32307,939.62,12.5
VBD_0005675,TN_001213,Twitch,English,604614,21528.83,49.2
VBD_0005676,TN_001213,YouTube,English,308855,10997.59,25.1
VBD_0005677,TN_001213,Twitch,European,207866,7401.61,16.9
VBD_0005678,TN_001213,YouTube,Asian,158100,5629.56,12.9
VBD_0005679,TN_001214,Twitch,English,25247,153.05,47.3
VBD_0005680,TN_001214,Twitch,Russian,10479,63.52,19.6
VBD_0005681,TN_001214,YouTube,Portuguese,8058,48.85,15.1
VBD_0005682,TN_001214,Twitch,Spanish,5615,34.04,10.5
VBD_0005683,TN_001214,Chzzk / AfreecaTV,Korean,2830,17.16,5.3
VBD_0005684,TN_001215,YouTube,Indonesian,418708,18115.9,38.0
VBD_0005685,TN_001215,TikTok Live,Southeast Asian,261216,11301.81,23.7
VBD_0005686,TN_001215,YouTube,Vietnamese,221385,9578.5,20.1
VBD_0005687,TN_001215,Twitch,English,180772,7821.32,16.4
VBD_0005688,TN_001215,Facebook Gaming,Portuguese,75136,3250.85,6.8
VBD_0005689,TN_001216,YouTube,Indonesian,437564,23415.5,34.8
VBD_0005690,TN_001216,TikTok Live,Southeast Asian,292814,15669.42,23.3
VBD_0005691,TN_001216,YouTube,Vietnamese,277649,14857.91,22.1
VBD_0005692,TN_001216,Twitch,English,159219,8520.33,12.7
VBD_0005693,TN_001216,Facebook Gaming,Portuguese,87926,4705.24,7.0
VBD_0005694,TN_001217,Twitch,English,20845,177.8,50.5
VBD_0005695,TN_001217,YouTube,English,11200,95.53,27.1
VBD_0005696,TN_001217,Twitch,European,5985,51.05,14.5
VBD_0005697,TN_001217,YouTube,Asian,3897,33.25,9.4
VBD_0005698,TN_001218,Twitch,English,61243,414.08,45.9
VBD_0005699,TN_001218,Twitch,Russian,22888,154.75,17.1
VBD_0005700,TN_001218,YouTube,Portuguese,27595,186.58,20.7
VBD_0005701,TN_001218,Twitch,Spanish,13202,89.27,9.9
VBD_0005702,TN_001218,Chzzk / AfreecaTV,Korean,8298,56.11,6.2
VBD_0005703,TN_001219,Twitch,English,751857,37252.82,49.0
VBD_0005704,TN_001219,YouTube,English,342142,16952.39,22.3
VBD_0005705,TN_001219,Twitch,European,188622,9345.82,12.3
VBD_0005706,TN_001219,YouTube,Asian,182067,9021.01,11.9
VBD_0005707,TN_001220,Twitch,English,3008947,118965.55,49.9
VBD_0005708,TN_001220,YouTube,English,1458288,57656.74,24.2
VBD_0005709,TN_001220,Twitch,European,946293,37413.84,15.7
VBD_0005710,TN_001220,YouTube,Asian,672335,26582.31,11.2
VBD_0005711,TN_001221,YouTube,Indonesian,143356,1445.81,36.0
VBD_0005712,TN_001221,TikTok Live,Southeast Asian,88095,888.48,22.1
VBD_0005713,TN_001221,YouTube,Vietnamese,79034,797.1,19.8
VBD_0005714,TN_001221,Twitch,English,47983,483.93,12.0
VBD_0005715,TN_001221,Facebook Gaming,Portuguese,11691,117.92,2.9
VBD_0005716,TN_001222,Twitch,English,26171,685.9,42.2
VBD_0005717,TN_001222,Twitch,Russian,13867,363.45,22.4
VBD_0005718,TN_001222,YouTube,Portuguese,10983,287.85,17.7
VBD_0005719,TN_001222,Twitch,Spanish,4663,122.22,7.5
VBD_0005720,TN_001222,Chzzk / AfreecaTV,Korean,3008,78.84,4.9
VBD_0005721,TN_001223,Twitch,English,123368,919.67,47.7
VBD_0005722,TN_001223,YouTube,English,69428,517.57,26.8
VBD_0005723,TN_001223,Twitch,European,35539,264.93,13.7
VBD_0005724,TN_001223,YouTube,Asian,30911,230.44,11.9
VBD_0005725,TN_001224,YouTube,Indonesian,770847,62179.02,35.0
VBD_0005726,TN_001224,TikTok Live,Southeast Asian,559802,45155.43,25.4
VBD_0005727,TN_001224,YouTube,Vietnamese,450986,36378.0,20.5
VBD_0005728,TN_001224,Twitch,English,347726,28048.68,15.8
VBD_0005729,TN_001224,Facebook Gaming,Portuguese,134626,10859.42,6.1
VBD_0005730,TN_001225,Twitch,English,10530,221.53,47.9
VBD_0005731,TN_001225,Twitch,Russian,4661,98.07,21.2
VBD_0005732,TN_001225,YouTube,Portuguese,4114,86.57,18.7
VBD_0005733,TN_001225,Twitch,Spanish,2689,56.59,12.2
VBD_0005734,TN_001225,Chzzk / AfreecaTV,Korean,1310,27.57,6.0
VBD_0005735,TN_001226,Twitch,English,164646,6044.81,47.9
VBD_0005736,TN_001226,YouTube,English,92508,3396.33,26.9
VBD_0005737,TN_001226,Twitch,European,56483,2073.72,16.4
VBD_0005738,TN_001226,YouTube,Asian,26632,977.79,7.8
VBD_0005739,TN_001227,Twitch,English,53134,555.17,48.5
VBD_0005740,TN_001227,YouTube,English,28906,302.03,26.4
VBD_0005741,TN_001227,Twitch,European,14773,154.36,13.5
VBD_0005742,TN_001227,YouTube,Asian,10271,107.32,9.4
VBD_0005743,TN_001228,YouTube,Indonesian,134567,829.07,35.4
VBD_0005744,TN_001228,TikTok Live,Southeast Asian,105528,650.16,27.8
VBD_0005745,TN_001228,YouTube,Vietnamese,69422,427.71,18.3
VBD_0005746,TN_001228,Twitch,English,62688,386.22,16.5
VBD_0005747,TN_001228,Facebook Gaming,Portuguese,8271,50.96,2.2
VBD_0005748,TN_001229,Twitch,English,55041,1133.92,49.8
VBD_0005749,TN_001229,YouTube,English,29592,609.63,26.8
VBD_0005750,TN_001229,Twitch,European,16669,343.41,15.1
VBD_0005751,TN_001229,YouTube,Asian,12915,266.07,11.7
VBD_0005752,TN_001230,YouTube,Indonesian,631215,44558.83,35.7
VBD_0005753,TN_001230,TikTok Live,Southeast Asian,425622,30045.58,24.1
VBD_0005754,TN_001230,YouTube,Vietnamese,353847,24978.82,20.0
VBD_0005755,TN_001230,Twitch,English,279055,19699.13,15.8
VBD_0005756,TN_001230,Facebook Gaming,Portuguese,106123,7491.45,6.0
VBD_0005757,TN_001231,Twitch,English,115209,806.46,37.5
VBD_0005758,TN_001231,YouTube,Vietnamese,79799,558.59,26.0
VBD_0005759,TN_001231,YouTube,Korean,52668,368.67,17.2
VBD_0005760,TN_001231,AfreecaTV / SOOP,Korean,42362,296.54,13.8
VBD_0005761,TN_001231,Twitch,Spanish,30438,213.07,9.9
VBD_0005762,TN_001232,Twitch,English,38291,236.29,47.2
VBD_0005763,TN_001232,YouTube,English,20455,126.22,25.2
VBD_0005764,TN_001232,Twitch,European,13262,81.84,16.3
VBD_0005765,TN_001232,YouTube,Asian,6960,42.95,8.6
VBD_0005766,TN_001233,YouTube,Indonesian,60891,491.06,35.7
VBD_0005767,TN_001233,TikTok Live,Southeast Asian,39834,321.24,23.4
VBD_0005768,TN_001233,YouTube,Vietnamese,36346,293.11,21.3
VBD_0005769,TN_001233,Twitch,English,24911,200.9,14.6
VBD_0005770,TN_001233,Facebook Gaming,Portuguese,13577,109.5,8.0
VBD_0005771,TN_001234,Twitch,English,71812,2432.73,36.7
VBD_0005772,TN_001234,YouTube,Vietnamese,46957,1590.75,24.0
