Tournament_ID,Tournament_Name,Game_ID,Year,Month,Start_Date,End_Date,Duration_Days,Tier,Tournament_Type,Organizer,Host_Country,Host_City,Host_Country_ISO,Prize_Pool_USD,Is_Crowdfunded,Peak_Viewers,Average_Viewers,Hours_Watched_Thousands,Air_Time_Hours,Winning_Team_ID,Prize_Per_Viewer_Ratio
TN_000574,Dota 2 Tier Championship 2025,G_02,2025,2,2025-02-01,2025-02-07,6,Tier 4 (Regional / Qualifier),Offline (LAN),PGL,Germany,Berlin,DEU,35742.27,1,91778,32790,983.7,30,TM_00161,0.3894
TN_000575,Dota 2 Tier Championship 2017,G_02,2017,1,2017-01-03,2017-01-31,28,Tier 1 (S-Tier / Premier),Offline (LAN),Valve,Indonesia,Jakarta,IDN,10764098.43,1,4599586,1525319,341671.46,224,TM_00062,2.3402
TN_000576,CrossFire Tier Championship 2019,G_20,2019,7,2019-07-04,2019-07-18,14,Tier 2 (A-Tier / Major),Offline (LAN),Smilegate,China,Shanghai,CHN,370523.92,0,662364,261125,29246.0,112,TM_00021,0.5594
TN_000577,Arena of Valor Tier Championship 2016,G_06,2016,12,2016-12-13,2016-12-27,14,Tier 2 (A-Tier / Major),Offline (LAN),Tencent / Garena,United States,Seattle,USA,250073.59,0,1134037,413272,28929.04,70,TM_00176,0.2205
TN_000578,League of Legends Tier Championship 2014,G_01,2014,5,2014-05-07,2014-05-15,8,Tier 4 (Regional / Qualifier),Online,Garena,Online,Online,GLB,44646.53,0,41141,14250,570.0,40,TM_00007,1.0852
TN_000579,Tekken 8 Tier Championship 2020,G_16,2020,5,2020-05-02,2020-06-02,31,Tier 2 (A-Tier / Major),Offline (LAN),Bandai Namco,France,Paris,FRA,1134037.15,0,1726601,704053,152779.5,217,TM_00162,0.6568
TN_000580,Apex Legends Tier Championship 2022,G_12,2022,6,2022-06-21,2022-06-27,6,Tier 3 (B-Tier / Minor),Online,EA / Respawn,Online,Online,GLB,70494.44,0,380757,157464,4723.92,30,TM_00038,0.1851
TN_000581,Free Fire Tier Championship 2016,G_14,2016,10,2016-10-17,2016-11-15,29,Tier 2 (A-Tier / Major),Offline (LAN),Garena,China,Shanghai,CHN,170981.9,0,696938,237041,48119.32,203,TM_00157,0.2453
TN_000582,Overwatch 2 Tier Championship 2022,G_11,2022,7,2022-07-26,2022-08-15,20,Tier 2 (A-Tier / Major),Offline (LAN),Blizzard,Germany,Cologne,DEU,870280.04,0,636957,261867,36661.38,140,TM_00110,1.3663
TN_000583,Rainbow Six Siege Tier Championship 2018,G_09,2018,5,2018-05-14,2018-06-18,35,Tier 1 (S-Tier / Premier),Offline (LAN),Ubisoft,Singapore,Singapore,SGP,13625574.84,0,4438258,1608451,281478.92,175,TM_00123,3.07
TN_000584,VALORANT Tier Championship 2016,G_04,2016,1,2016-01-01,2016-01-15,14,Tier 2 (A-Tier / Major),Offline (LAN),Garena,Poland,Katowice,POL,626214.2,0,1253799,456091,51082.19,112,TM_00134,0.4995
TN_000585,Rocket League Tier Championship 2017,G_10,2017,3,2017-03-01,2017-03-09,8,Tier 4 (Regional / Qualifier),Online,Psyonix,Online,Online,GLB,25467.59,0,17362,7667,429.35,56,TM_00028,1.4669
TN_000586,Teamfight Tactics Tier Championship 2019,G_19,2019,6,2019-06-24,2019-07-04,10,Tier 4 (Regional / Qualifier),Offline (LAN),Riot Games,Indonesia,Jakarta,IDN,6695.49,0,49772,21385,1069.25,50,TM_00099,0.1345
TN_000587,League of Legends Tier Championship 2022,G_01,2022,6,2022-06-01,2022-06-10,9,Tier 3 (B-Tier / Minor),Offline (LAN),Garena,China,Shanghai,CHN,36303.97,0,159522,62130,4473.36,72,TM_00007,0.2276
TN_000588,Mobile Legends: Bang Bang Tier Championship 2017,G_07,2017,7,2017-07-09,2017-07-13,4,Tier 4 (Regional / Qualifier),Offline (LAN),Moonton,United States,Los Angeles,USA,13478.77,0,48305,16581,331.62,20,TM_00122,0.279
TN_000589,Counter-Strike 2 Tier Championship 2020,G_03,2020,11,2020-11-13,2020-11-21,8,Tier 4 (Regional / Qualifier),Online,BLAST,Online,Online,GLB,16373.58,0,148851,44350,1774.0,40,TM_00009,0.11
TN_000590,Apex Legends Tier Championship 2015,G_12,2015,12,2015-12-03,2015-12-10,7,Tier 3 (B-Tier / Minor),Offline (LAN),EA / Respawn,France,Paris,FRA,255977.31,0,54920,19204,672.14,35,TM_00107,4.6609
TN_000591,Overwatch 2 Tier Championship 2023,G_11,2023,8,2023-08-18,2023-08-26,8,Tier 3 (B-Tier / Minor),Online,ESL FACEIT Group,Online,Online,GLB,73485.36,0,232322,72474,4638.34,64,TM_00172,0.3163
TN_000592,Counter-Strike 2 Tier Championship 2018,G_03,2018,10,2018-10-27,2018-11-08,12,Tier 3 (B-Tier / Minor),Offline (LAN),Valve,Vietnam,Hanoi,VNM,71856.29,0,363016,129212,12404.35,96,TM_00108,0.1979
TN_000593,Tekken 8 Tier Championship 2023,G_16,2023,1,2023-01-17,2023-02-11,25,Tier 2 (A-Tier / Major),Offline (LAN),Moonton,South Korea,Seoul,KOR,255714.07,0,1662042,690892,103633.8,150,TM_00061,0.1539
TN_000594,Rocket League Tier Championship 2021,G_10,2021,7,2021-07-14,2021-08-06,23,Tier 2 (A-Tier / Major),Offline (LAN),Psyonix,Poland,Katowice,POL,560826.9,0,676592,194372,26823.34,138,TM_00124,0.8289
TN_000595,Arena of Valor Tier Championship 2014,G_06,2014,7,2014-07-18,2014-07-23,5,Tier 4 (Regional / Qualifier),Offline (LAN),Garena,Indonesia,Jakarta,IDN,11596.14,0,30618,11080,443.2,40,TM_00176,0.3787
TN_000596,StarCraft II Tier Championship 2014,G_13,2014,1,2014-01-17,2014-01-28,11,Tier 4 (Regional / Qualifier),Offline (LAN),Blizzard,France,Paris,FRA,19388.95,0,47755,19368,1704.38,88,TM_00082,0.406
TN_000597,Apex Legends Tier Championship 2017,G_12,2017,9,2017-09-18,2017-09-29,11,Tier 4 (Regional / Qualifier),Online,EA / Respawn,Online,Online,GLB,48048.16,0,61857,23934,1316.37,55,TM_00107,0.7768
TN_000598,Teamfight Tactics Tier Championship 2019,G_19,2019,8,2019-08-17,2019-08-29,12,Tier 4 (Regional / Qualifier),Offline (LAN),Riot Games,United Kingdom,London,GBR,33179.91,0,97567,39408,2364.48,60,TM_00063,0.3401
TN_000599,StarCraft II Tier Championship 2022,G_13,2022,6,2022-06-01,2022-06-09,8,Tier 3 (B-Tier / Minor),Online,Blizzard,Online,Online,GLB,28633.48,0,249400,76347,4886.21,64,TM_00082,0.1148
TN_000600,Dota 2 Tier Championship 2022,G_02,2022,3,2022-03-12,2022-03-22,10,Tier 4 (Regional / Qualifier),Online,ESL FACEIT Group,Online,Online,GLB,8999.73,1,135795,59368,4749.44,80,TM_00062,0.0663
TN_000601,Dota 2 Tier Championship 2021,G_02,2021,7,2021-07-01,2021-07-15,14,Tier 4 (Regional / Qualifier),Online,Moonton,Online,Online,GLB,28651.66,1,67192,24165,2029.86,84,TM_00004,0.4264
TN_000602,Tekken 8 Tier Championship 2024,G_16,2024,3,2024-03-01,2024-03-06,5,Tier 3 (B-Tier / Minor),Offline (LAN),Bandai Namco,United States,Los Angeles,USA,37131.7,0,359466,158408,6336.32,40,TM_00094,0.1033
TN_000603,League of Legends Tier Championship 2016,G_01,2016,12,2016-12-25,2017-01-02,8,Tier 3 (B-Tier / Minor),Online,Garena,Online,Online,GLB,31352.52,0,180449,54724,2626.75,48,TM_00008,0.1737
TN_000604,Fortnite Tier Championship 2023,G_08,2023,7,2023-07-01,2023-07-17,16,Tier 1 (S-Tier / Premier),Offline (LAN),Epic Games,Vietnam,Ho Chi Minh City,VNM,2604388.14,0,9254790,2647468,211797.44,80,TM_00070,0.2814
TN_000605,PUBG: Battlegrounds Tier Championship 2025,G_18,2025,10,2025-10-12,2025-10-17,5,Tier 4 (Regional / Qualifier),Online,Krafton,Online,Online,GLB,60730.51,0,118425,50287,1257.17,25,TM_00163,0.5128
TN_000606,Rainbow Six Siege Tier Championship 2016,G_09,2016,8,2016-08-12,2016-08-20,8,Tier 3 (B-Tier / Minor),Online,Ubisoft,Online,Online,GLB,233695.5,0,145414,42814,2397.58,56,TM_00057,1.6071
TN_000607,Apex Legends Tier Championship 2020,G_12,2020,2,2020-02-15,2020-02-25,10,Tier 4 (Regional / Qualifier),Online,EA / Respawn,Online,Online,GLB,13679.65,0,51113,14394,1151.52,80,TM_00152,0.2676
TN_000608,Overwatch 2 Tier Championship 2016,G_11,2016,5,2016-05-23,2016-06-27,35,Tier 2 (A-Tier / Major),Offline (LAN),Blizzard,United States,Los Angeles,USA,456638.57,0,938321,327473,68769.33,210,TM_00172,0.4867
TN_000609,Tekken 8 Tier Championship 2012,G_16,2012,8,2012-08-10,2012-08-22,12,Tier 4 (Regional / Qualifier),Offline (LAN),PGL,Indonesia,Jakarta,IDN,38006.73,0,47095,15360,921.6,60,TM_00061,0.807
TN_000610,Apex Legends Tier Championship 2021,G_12,2021,2,2021-02-18,2021-03-12,22,Tier 1 (S-Tier / Premier),Offline (LAN),EA / Respawn,Germany,Cologne,DEU,4463793.91,0,4261234,1489699,163866.89,110,TM_00152,1.0475
TN_000611,Overwatch 2 Tier Championship 2024,G_11,2024,10,2024-10-23,2024-11-04,12,Tier 4 (Regional / Qualifier),Online,Blizzard,Online,Online,GLB,12885.63,0,106792,33869,3251.42,96,TM_00096,0.1207
TN_000612,Teamfight Tactics Tier Championship 2018,G_19,2018,3,2018-03-14,2018-03-21,7,Tier 4 (Regional / Qualifier),Online,Riot Games,Online,Online,GLB,32420.27,0,70756,20420,857.64,42,TM_00159,0.4582
TN_000613,StarCraft II Tier Championship 2019,G_13,2019,3,2019-03-05,2019-03-29,24,Tier 2 (A-Tier / Major),Offline (LAN),Moonton,United Kingdom,London,GBR,1666272.34,0,1153156,411230,49347.6,120,TM_00025,1.445
TN_000614,StarCraft II Tier Championship 2020,G_13,2020,8,2020-08-02,2020-08-27,25,Tier 2 (A-Tier / Major),Offline (LAN),Blizzard,Vietnam,Hanoi,VNM,647238.5,0,1311794,429768,75209.4,175,TM_00132,0.4934
TN_000615,Dota 2 Tier Championship 2024,G_02,2024,3,2024-03-04,2024-04-08,35,Tier 2 (A-Tier / Major),Offline (LAN),Valve,Thailand,Bangkok,THA,217864.91,1,1272913,526392,128966.04,245,TM_00062,0.1712
TN_000616,Fortnite Tier Championship 2023,G_08,2023,6,2023-06-16,2023-06-19,3,Tier 3 (B-Tier / Minor),Online,BLAST,Online,Online,GLB,56101.93,0,151010,59904,1437.7,24,TM_00034,0.3715
TN_000617,Mobile Legends: Bang Bang Tier Championship 2019,G_07,2019,9,2019-09-05,2019-09-08,3,Tier 3 (B-Tier / Minor),Online,Moonton,Online,Online,GLB,58333.83,0,67738,24011,432.2,18,TM_00168,0.8612
TN_000618,Counter-Strike 2 Tier Championship 2024,G_03,2024,3,2024-03-28,2024-04-26,29,Tier 2 (A-Tier / Major),Offline (LAN),Valve,Thailand,Bangkok,THA,942507.68,0,1373781,569365,82557.93,145,TM_00144,0.6861
TN_000619,Counter-Strike 2 Tier Championship 2018,G_03,2018,12,2018-12-19,2018-12-22,3,Tier 4 (Regional / Qualifier),Online,Valve,Online,Online,GLB,13853.28,0,85300,30551,458.26,15,TM_00102,0.1624
TN_000620,PUBG Mobile Tier Championship 2021,G_05,2021,2,2021-02-21,2021-02-27,6,Tier 3 (B-Tier / Minor),Offline (LAN),Krafton / Tencent,Indonesia,Jakarta,IDN,52404.94,0,427715,191847,8057.57,42,TM_00139,0.1225
TN_000621,Rainbow Six Siege Tier Championship 2022,G_09,2022,7,2022-07-09,2022-07-19,10,Tier 4 (Regional / Qualifier),Offline (LAN),Ubisoft,China,Shanghai,CHN,20306.54,0,29870,9886,593.16,60,TM_00057,0.6798
TN_000622,Street Fighter 6 Tier Championship 2021,G_17,2021,4,2021-04-27,2021-05-04,7,Tier 4 (Regional / Qualifier),Offline (LAN),Garena,Germany,Cologne,DEU,10312.0,0,144216,53006,2226.25,42,TM_00074,0.0715
TN_000623,Free Fire Tier Championship 2024,G_14,2024,9,2024-09-06,2024-09-17,11,Tier 4 (Regional / Qualifier),Online,Garena,Online,Online,GLB,6575.23,0,98704,28735,2212.59,77,TM_00126,0.0666
TN_000624,Rainbow Six Siege Tier Championship 2017,G_09,2017,12,2017-12-26,2017-12-29,3,Tier 3 (B-Tier / Minor),Offline (LAN),ESL FACEIT Group,Vietnam,Hanoi,VNM,189231.3,0,204087,67860,1017.9,15,TM_00084,0.9272
TN_000625,Apex Legends Tier Championship 2019,G_12,2019,8,2019-08-17,2019-08-22,5,Tier 3 (B-Tier / Minor),Offline (LAN),EA / Respawn,Germany,Berlin,DEU,48385.49,0,147811,51561,1804.63,35,TM_00107,0.3273
TN_000626,VALORANT Tier Championship 2017,G_04,2017,12,2017-12-15,2017-12-31,16,Tier 2 (A-Tier / Major),Offline (LAN),Riot Games,France,Paris,FRA,198275.87,0,1096266,377096,36201.22,96,TM_00134,0.1809
TN_000627,Fortnite Tier Championship 2015,G_08,2015,7,2015-07-03,2015-08-03,31,Tier 2 (A-Tier / Major),Offline (LAN),Epic Games,Indonesia,Jakarta,IDN,103332.11,0,990749,434051,94189.07,217,TM_00055,0.1043
TN_000628,CrossFire Tier Championship 2021,G_20,2021,1,2021-01-16,2021-01-31,15,Tier 2 (A-Tier / Major),Offline (LAN),Smilegate,United States,Los Angeles,USA,289813.82,0,1575861,453107,47576.24,105,TM_00138,0.1839
TN_000629,Arena of Valor Tier Championship 2022,G_06,2022,9,2022-09-21,2022-09-25,4,Tier 3 (B-Tier / Minor),Offline (LAN),ESL FACEIT Group,China,Shanghai,CHN,63676.51,0,574049,216454,6060.71,28,TM_00170,0.1109
TN_000630,Free Fire Tier Championship 2013,G_14,2013,1,2013-01-20,2013-01-30,10,Tier 3 (B-Tier / Minor),Offline (LAN),Garena,Germany,Berlin,DEU,112876.69,0,106485,42466,2123.3,50,TM_00101,1.06
TN_000631,PUBG Mobile Tier Championship 2019,G_05,2019,11,2019-11-03,2019-11-22,19,Tier 2 (A-Tier / Major),Offline (LAN),Garena,Singapore,Singapore,SGP,839712.78,0,475650,208793,19835.33,95,TM_00139,1.7654
TN_000632,PUBG: Battlegrounds Tier Championship 2016,G_18,2016,12,2016-12-02,2016-12-23,21,Tier 2 (A-Tier / Major),Offline (LAN),Garena,Thailand,Bangkok,THA,119213.7,0,994787,381411,40048.15,105,TM_00163,0.1198
TN_000633,Counter-Strike 2 Tier Championship 2017,G_03,2017,10,2017-10-05,2017-10-20,15,Tier 2 (A-Tier / Major),Offline (LAN),Valve,Poland,Katowice,POL,147804.27,0,1054844,457031,34277.32,75,TM_00009,0.1401
TN_000634,Arena of Valor Tier Championship 2017,G_06,2017,8,2017-08-03,2017-09-04,32,Tier 2 (A-Tier / Major),Offline (LAN),Tencent / Garena,Philippines,Manila,PHL,238341.96,0,1388837,609973,136633.95,224,TM_00176,0.1716
TN_000635,Call of Duty: Warzone Tier Championship 2013,G_15,2013,11,2013-11-01,2013-11-11,10,Tier 3 (B-Tier / Minor),Offline (LAN),BLAST,South Korea,Seoul,KOR,135930.46,0,171117,58072,2903.6,50,TM_00131,0.7944
TN_000636,PUBG: Battlegrounds Tier Championship 2021,G_18,2021,9,2021-09-19,2021-09-30,11,Tier 3 (B-Tier / Minor),Offline (LAN),BLAST,Vietnam,Ho Chi Minh City,VNM,276680.13,0,175385,62875,4841.38,77,TM_00174,1.5776
TN_000637,Tekken 8 Tier Championship 2019,G_16,2019,4,2019-04-26,2019-05-08,12,Tier 3 (B-Tier / Minor),Offline (LAN),Moonton,Germany,Cologne,DEU,48690.77,0,239076,89944,8634.62,96,TM_00059,0.2037
TN_000638,Rainbow Six Siege Tier Championship 2018,G_09,2018,7,2018-07-19,2018-07-30,11,Tier 4 (Regional / Qualifier),Online,Ubisoft,Online,Online,GLB,6227.81,0,74948,28063,1852.16,66,TM_00084,0.0831
TN_000639,Teamfight Tactics Tier Championship 2019,G_19,2019,7,2019-07-12,2019-08-14,33,Tier 2 (A-Tier / Major),Offline (LAN),Riot Games,Germany,Cologne,DEU,814462.52,0,1234983,456120,105363.72,231,TM_00065,0.6595
TN_000640,Fortnite Tier Championship 2018,G_08,2018,5,2018-05-16,2018-06-12,27,Tier 2 (A-Tier / Major),Offline (LAN),ESL FACEIT Group,United States,Seattle,USA,129596.33,0,1316970,546862,88591.64,162,TM_00105,0.0984
TN_000641,CrossFire Tier Championship 2020,G_20,2020,8,2020-08-07,2020-08-18,11,Tier 3 (B-Tier / Minor),Offline (LAN),Smilegate,Vietnam,Ho Chi Minh City,VNM,74268.59,0,304921,107036,5886.98,55,TM_00167,0.2436
TN_000642,StarCraft II Tier Championship 2015,G_13,2015,4,2015-04-25,2015-04-28,3,Tier 4 (Regional / Qualifier),Offline (LAN),Blizzard,United States,Los Angeles,USA,5471.97,0,43619,13507,283.65,21,TM_00177,0.1254
TN_000643,Teamfight Tactics Tier Championship 2015,G_19,2015,6,2015-06-02,2015-06-10,8,Tier 4 (Regional / Qualifier),Offline (LAN),Moonton,Germany,Cologne,DEU,6589.38,0,16270,5228,334.59,64,TM_00063,0.405
TN_000644,League of Legends Tier Championship 2022,G_01,2022,4,2022-04-22,2022-04-26,4,Tier 3 (B-Tier / Minor),Offline (LAN),Riot Games,Germany,Berlin,DEU,69883.1,0,340103,144303,4617.7,32,TM_00001,0.2055
TN_000645,Call of Duty: Warzone Tier Championship 2021,G_15,2021,5,2021-05-07,2021-06-04,28,Tier 2 (A-Tier / Major),Offline (LAN),BLAST,Thailand,Bangkok,THA,469355.6,0,877119,347855,58439.64,168,TM_00090,0.5351
TN_000646,VALORANT Tier Championship 2018,G_04,2018,6,2018-06-28,2018-07-03,5,Tier 3 (B-Tier / Minor),Online,Garena,Online,Online,GLB,30563.89,0,217518,70249,1756.22,25,TM_00056,0.1405
TN_000647,Counter-Strike 2 Tier Championship 2021,G_03,2021,7,2021-07-28,2021-08-04,7,Tier 4 (Regional / Qualifier),Online,Moonton,Online,Online,GLB,8035.85,0,41832,18181,1018.14,56,TM_00102,0.1921
TN_000648,Rocket League Tier Championship 2023,G_10,2023,1,2023-01-24,2023-02-03,10,Tier 3 (B-Tier / Minor),Offline (LAN),Psyonix,Philippines,Manila,PHL,33562.63,0,451817,164740,9884.4,60,TM_00050,0.0743
TN_000649,PUBG Mobile Tier Championship 2021,G_05,2021,10,2021-10-18,2021-10-24,6,Tier 3 (B-Tier / Minor),Online,BLAST,Online,Online,GLB,240212.98,0,459939,167957,7054.19,42,TM_00048,0.5223
TN_000650,Street Fighter 6 Tier Championship 2017,G_17,2017,9,2017-09-17,2017-09-28,11,Tier 3 (B-Tier / Minor),Offline (LAN),BLAST,Poland,Katowice,POL,126634.03,0,183048,64920,4284.72,66,TM_00154,0.6918
TN_000651,Rainbow Six Siege Tier Championship 2022,G_09,2022,6,2022-06-26,2022-07-22,26,Tier 2 (A-Tier / Major),Offline (LAN),Ubisoft,France,Paris,FRA,1826155.5,0,1199812,339474,61784.27,182,TM_00060,1.522
TN_000652,Fortnite Tier Championship 2017,G_08,2017,7,2017-07-05,2017-07-29,24,Tier 1 (S-Tier / Premier),Offline (LAN),Epic Games,China,Shanghai,CHN,1952701.99,0,3957946,1644211,276227.45,168,TM_00171,0.4934
TN_000653,Tekken 8 Tier Championship 2021,G_16,2021,1,2021-01-15,2021-01-25,10,Tier 3 (B-Tier / Minor),Online,BLAST,Online,Online,GLB,98536.1,0,351370,144089,7204.45,50,TM_00128,0.2804
TN_000654,Street Fighter 6 Tier Championship 2025,G_17,2025,7,2025-07-12,2025-08-14,33,Tier 2 (A-Tier / Major),Offline (LAN),Capcom,Saudi Arabia,Riyadh,SAU,256869.81,0,1445509,468753,108281.94,231,TM_00074,0.1777
TN_000655,Street Fighter 6 Tier Championship 2024,G_17,2024,6,2024-06-03,2024-06-11,8,Tier 3 (B-Tier / Minor),Online,Capcom,Online,Online,GLB,190185.86,0,188231,53267,3409.09,64,TM_00074,1.0104
TN_000656,Teamfight Tactics Tier Championship 2019,G_19,2019,3,2019-03-07,2019-03-21,14,Tier 2 (A-Tier / Major),Offline (LAN),Riot Games,Germany,Berlin,DEU,467876.28,0,1608961,712071,49844.97,70,TM_00159,0.2908
TN_000657,PUBG: Battlegrounds Tier Championship 2020,G_18,2020,9,2020-09-11,2020-09-19,8,Tier 3 (B-Tier / Minor),Online,Krafton,Online,Online,GLB,232587.88,0,194550,56819,2272.76,40,TM_00027,1.1955
TN_000658,Tekken 8 Tier Championship 2024,G_16,2024,1,2024-01-16,2024-01-30,14,Tier 3 (B-Tier / Minor),Offline (LAN),ESL FACEIT Group,Vietnam,Ho Chi Minh City,VNM,179901.03,0,205583,88135,6169.45,70,TM_00059,0.8751
TN_000659,Tekken 8 Tier Championship 2022,G_16,2022,4,2022-04-04,2022-04-08,4,Tier 3 (B-Tier / Minor),Online,Bandai Namco,Online,Online,GLB,371670.18,0,259845,86730,1734.6,20,TM_00160,1.4304
TN_000660,StarCraft II Tier Championship 2015,G_13,2015,8,2015-08-25,2015-09-11,17,Tier 2 (A-Tier / Major),Offline (LAN),Blizzard,Indonesia,Jakarta,IDN,315303.35,0,500517,193143,16417.15,85,TM_00132,0.63
TN_000661,Rainbow Six Siege Tier Championship 2013,G_09,2013,3,2013-03-11,2013-04-08,28,Tier 1 (S-Tier / Premier),Offline (LAN),Ubisoft,Vietnam,Ho Chi Minh City,VNM,2097579.02,0,1464758,515749,115527.78,224,TM_00127,1.432
TN_000662,StarCraft II Tier Championship 2026,G_13,2026,1,2026-01-22,2026-01-27,5,Tier 3 (B-Tier / Minor),Offline (LAN),Blizzard,Germany,Berlin,DEU,134901.25,0,153862,56413,1410.33,25,TM_00177,0.8768
TN_000663,VALORANT Tier Championship 2013,G_04,2013,7,2013-07-23,2013-08-04,12,Tier 3 (B-Tier / Minor),Online,Riot Games,Online,Online,GLB,112884.37,0,114533,48593,4081.81,84,TM_00169,0.9856
TN_000664,Street Fighter 6 Tier Championship 2021,G_17,2021,4,2021-04-11,2021-04-25,14,Tier 3 (B-Tier / Minor),Offline (LAN),ESL FACEIT Group,Vietnam,Hanoi,VNM,75977.2,0,403302,173852,14603.57,84,TM_00091,0.1884
TN_000665,Call of Duty: Warzone Tier Championship 2018,G_15,2018,1,2018-01-03,2018-01-08,5,Tier 3 (B-Tier / Minor),Offline (LAN),Garena,Germany,Cologne,DEU,99537.61,0,149150,51793,1812.76,35,TM_00093,0.6674
TN_000666,Arena of Valor Tier Championship 2023,G_06,2023,10,2023-10-12,2023-10-15,3,Tier 3 (B-Tier / Minor),Offline (LAN),Tencent / Garena,China,Shanghai,CHN,169352.55,0,315054,121390,2185.02,18,TM_00011,0.5375
TN_000667,PUBG Mobile Tier Championship 2022,G_05,2022,7,2022-07-25,2022-08-10,16,Tier 1 (S-Tier / Premier),Offline (LAN),Krafton / Tencent,China,Shanghai,CHN,1282926.57,0,4285648,1620507,181496.78,112,TM_00024,0.2994
TN_000668,Free Fire Tier Championship 2019,G_14,2019,2,2019-02-11,2019-03-02,19,Tier 1 (S-Tier / Premier),Offline (LAN),BLAST,Poland,Katowice,POL,2649715.2,0,3252559,1319563,175501.88,133,TM_00157,0.8147
TN_000669,PUBG Mobile Tier Championship 2019,G_05,2019,8,2019-08-21,2019-09-05,15,Tier 2 (A-Tier / Major),Offline (LAN),Garena,Singapore,Singapore,SGP,444686.61,0,1087420,452276,47488.98,105,TM_00139,0.4089
TN_000670,League of Legends Tier Championship 2020,G_01,2020,1,2020-01-27,2020-02-13,17,Tier 2 (A-Tier / Major),Offline (LAN),Riot Games,United Kingdom,London,GBR,746853.51,0,1767159,528195,71834.52,136,TM_00002,0.4226
TN_000671,Mobile Legends: Bang Bang Tier Championship 2019,G_07,2019,12,2019-12-07,2019-12-12,5,Tier 4 (Regional / Qualifier),Online,Moonton,Online,Online,GLB,14202.68,0,92024,27195,1087.8,40,TM_00013,0.1543
TN_000672,Rocket League Tier Championship 2018,G_10,2018,10,2018-10-18,2018-10-26,8,Tier 3 (B-Tier / Minor),Offline (LAN),Moonton,China,Shanghai,CHN,37384.48,0,148989,45965,2574.04,56,TM_00089,0.2509
TN_000673,Apex Legends Tier Championship 2020,G_12,2020,11,2020-11-01,2020-11-14,13,Tier 3 (B-Tier / Minor),Offline (LAN),EA / Respawn,France,Paris,FRA,117377.29,0,254570,74664,4853.16,65,TM_00038,0.4611
TN_000674,Fortnite Tier Championship 2013,G_08,2013,1,2013-01-01,2013-01-10,9,Tier 3 (B-Tier / Minor),Online,Epic Games,Online,Online,GLB,156354.94,0,169124,66402,4183.33,63,TM_00112,0.9245
TN_000675,Apex Legends Tier Championship 2024,G_12,2024,11,2024-11-20,2024-11-27,7,Tier 3 (B-Tier / Minor),Offline (LAN),ESL FACEIT Group,Poland,Katowice,POL,91927.11,0,369522,162276,6815.59,42,TM_00107,0.2488
TN_000676,PUBG: Battlegrounds Tier Championship 2018,G_18,2018,12,2018-12-19,2019-01-02,14,Tier 2 (A-Tier / Major),Offline (LAN),Krafton,United States,Seattle,USA,767582.22,0,1503972,580442,56883.32,98,TM_00140,0.5104
TN_000677,Apex Legends Tier Championship 2023,G_12,2023,6,2023-06-05,2023-06-25,20,Tier 2 (A-Tier / Major),Offline (LAN),Garena,China,Shanghai,CHN,334444.3,0,520977,230689,23068.9,100,TM_00038,0.642
TN_000678,PUBG Mobile Tier Championship 2024,G_05,2024,9,2024-09-20,2024-10-04,14,Tier 3 (B-Tier / Minor),Online,BLAST,Online,Online,GLB,61800.97,0,263511,82497,5774.79,70,TM_00139,0.2345
TN_000679,Tekken 8 Tier Championship 2021,G_16,2021,2,2021-02-18,2021-03-03,13,Tier 4 (Regional / Qualifier),Offline (LAN),Bandai Namco,Vietnam,Ho Chi Minh City,VNM,76669.77,0,81374,25036,1627.34,65,TM_00125,0.9422
TN_000680,PUBG: Battlegrounds Tier Championship 2022,G_18,2022,4,2022-04-21,2022-05-24,33,Tier 1 (S-Tier / Premier),Offline (LAN),Krafton,Singapore,Singapore,SGP,2206623.68,0,6118962,2073896,410631.41,198,TM_00071,0.3606
TN_000681,Overwatch 2 Tier Championship 2012,G_11,2012,9,2012-09-12,2012-10-03,21,Tier 2 (A-Tier / Major),Offline (LAN),BLAST,Thailand,Bangkok,THA,388917.94,0,973620,330135,48529.85,147,TM_00076,0.3995
TN_000682,PUBG Mobile Tier Championship 2018,G_05,2018,3,2018-03-02,2018-03-11,9,Tier 4 (Regional / Qualifier),Offline (LAN),ESL FACEIT Group,Thailand,Bangkok,THA,7303.63,0,94374,36086,1623.87,45,TM_00139,0.0774
TN_000683,PUBG Mobile Tier Championship 2021,G_05,2021,1,2021-01-14,2021-01-24,10,Tier 3 (B-Tier / Minor),Online,Moonton,Online,Online,GLB,126467.81,0,297184,112047,5602.35,50,TM_00024,0.4256
TN_000684,Arena of Valor Tier Championship 2020,G_06,2020,11,2020-11-01,2020-12-03,32,Tier 1 (S-Tier / Premier),Offline (LAN),Tencent / Garena,Indonesia,Jakarta,IDN,1936538.88,0,3766676,1070061,273935.62,256,TM_00031,0.5141
TN_000685,Dota 2 Tier Championship 2020,G_02,2020,9,2020-09-02,2020-10-03,31,Tier 1 (S-Tier / Premier),Offline (LAN),Valve,United States,Los Angeles,USA,1879812.21,1,5205690,2166641,537326.97,248,TM_00029,0.3611
TN_000686,PUBG Mobile Tier Championship 2013,G_05,2013,12,2013-12-15,2013-12-22,7,Tier 3 (B-Tier / Minor),Offline (LAN),ESL FACEIT Group,United Kingdom,London,GBR,51064.35,0,43339,12147,510.17,42,TM_00024,1.1783
