Tournament_ID,Tournament_Name,Game_ID,Year,Month,Start_Date,End_Date,Duration_Days,Tier,Tournament_Type,Organizer,Host_Country,Host_City,Host_Country_ISO,Prize_Pool_USD,Is_Crowdfunded,Peak_Viewers,Average_Viewers,Hours_Watched_Thousands,Air_Time_Hours,Winning_Team_ID,Prize_Per_Viewer_Ratio,Prize_Pool_Cleaned,Prize_Pool_Capped,Audience_Retention_Rate,Daily_Hours_Watched
TN_000401,Dota 2 Tier Championship 2026,G_02,2026,1,2026-01-07,2026-01-21,14,Tier 3 (B-Tier / Minor),Offline (LAN),Garena,South Korea,Seoul,KOR,41633.61,1,614188,184655,15511.02,84,TM_00003,0.0678,41633.61,41633.61,30.06,1107930.0
TN_000402,Overwatch 2 Tier Championship 2022,G_11,2022,2,2022-02-15,2022-02-24,9,Tier 4 (Regional / Qualifier),Online,Blizzard,Online,Online,GLB,26330.43,0,98054,35740,2251.62,63,TM_00135,0.2685,26330.43,26330.43,36.45,250180.0
TN_000403,Teamfight Tactics Tier Championship 2016,G_19,2016,2,2016-02-16,2016-02-25,9,Tier 4 (Regional / Qualifier),Offline (LAN),Riot Games,Germany,Berlin,DEU,10036.1,0,58052,19408,873.36,45,TM_00065,0.1729,10036.1,10036.1,33.43,97040.0
TN_000404,PUBG Mobile Tier Championship 2015,G_05,2015,9,2015-09-01,2015-09-15,14,Tier 3 (B-Tier / Minor),Offline (LAN),BLAST,United States,Seattle,USA,35156.57,0,62050,24220,2712.64,112,TM_00024,0.5666,35156.57,35156.57,39.03,193760.0
TN_000405,Arena of Valor Tier Championship 2017,G_06,2017,2,2017-02-05,2017-02-22,17,Tier 2 (A-Tier / Major),Offline (LAN),BLAST,South Korea,Seoul,KOR,655655.65,0,508458,162403,13804.25,85,TM_00103,1.2895,655655.65,655655.65,31.94,812014.71
TN_000406,VALORANT Tier Championship 2013,G_04,2013,8,2013-08-03,2013-08-09,6,Tier 3 (B-Tier / Minor),Online,Riot Games,Online,Online,GLB,72288.65,0,115159,40289,1208.67,30,TM_00169,0.6277,72288.65,72288.65,34.99,201445.0
TN_000407,Street Fighter 6 Tier Championship 2012,G_17,2012,7,2012-07-15,2012-07-21,6,Tier 3 (B-Tier / Minor),Offline (LAN),ESL FACEIT Group,United States,Seattle,USA,56025.24,0,100933,41791,2005.97,48,TM_00091,0.5551,56025.24,56025.24,41.4,334328.33
TN_000408,Rainbow Six Siege Tier Championship 2022,G_09,2022,12,2022-12-08,2022-12-16,8,Tier 3 (B-Tier / Minor),Online,Ubisoft,Online,Online,GLB,63195.25,0,244969,84532,3381.28,40,TM_00111,0.258,63195.25,63195.25,34.51,422660.0
TN_000409,PUBG Mobile Tier Championship 2023,G_05,2023,1,2023-01-27,2023-02-03,7,Tier 4 (Regional / Qualifier),Online,BLAST,Online,Online,GLB,57112.39,0,46582,20126,986.17,49,TM_00139,1.2261,57112.39,57112.39,43.21,140881.43
TN_000410,Apex Legends Tier Championship 2016,G_12,2016,8,2016-08-10,2016-08-19,9,Tier 3 (B-Tier / Minor),Offline (LAN),EA / Respawn,Poland,Katowice,POL,335062.48,0,244596,72172,3897.29,54,TM_00152,1.3699,335062.48,335062.48,29.51,433032.22
TN_000411,PUBG: Battlegrounds Tier Championship 2021,G_18,2021,2,2021-02-23,2021-03-09,14,Tier 2 (A-Tier / Major),Offline (LAN),Krafton,Poland,Katowice,POL,331603.39,0,1112752,471535,33007.45,70,TM_00174,0.298,331603.39,331603.39,42.38,2357675.0
TN_000412,Arena of Valor Tier Championship 2012,G_06,2012,10,2012-10-14,2012-11-08,25,Tier 2 (A-Tier / Major),Offline (LAN),Tencent / Garena,Germany,Berlin,DEU,202206.51,0,526283,232856,40749.8,175,TM_00033,0.3842,202206.51,202206.51,44.25,1629992.0
TN_000413,Counter-Strike 2 Tier Championship 2022,G_03,2022,8,2022-08-14,2022-08-26,12,Tier 4 (Regional / Qualifier),Offline (LAN),BLAST,Philippines,Manila,PHL,18548.69,0,34256,11249,1079.9,96,TM_00078,0.5415,18548.69,18548.69,32.84,89991.67
TN_000414,Call of Duty: Warzone Tier Championship 2022,G_15,2022,1,2022-01-07,2022-01-11,4,Tier 3 (B-Tier / Minor),Online,Activision,Online,Online,GLB,79418.53,0,316767,98301,1966.02,20,TM_00164,0.2507,79418.53,79418.53,31.03,491505.0
TN_000415,VALORANT Tier Championship 2023,G_04,2023,6,2023-06-07,2023-07-10,33,Tier 2 (A-Tier / Major),Offline (LAN),Garena,Poland,Katowice,POL,292667.8,0,769522,342262,67767.88,198,TM_00030,0.3803,292667.8,292667.8,44.48,2053572.12
TN_000416,Counter-Strike 2 Tier Championship 2020,G_03,2020,8,2020-08-09,2020-08-18,9,Tier 3 (B-Tier / Minor),Online,Garena,Online,Online,GLB,72569.42,0,348505,133189,9589.61,72,TM_00009,0.2082,72569.42,72569.42,38.22,1065512.22
TN_000417,Street Fighter 6 Tier Championship 2014,G_17,2014,3,2014-03-03,2014-03-11,8,Tier 3 (B-Tier / Minor),Online,Capcom,Online,Online,GLB,313529.72,0,209473,72692,2907.68,40,TM_00088,1.4968,313529.72,313529.72,34.7,363460.0
TN_000418,Fortnite Tier Championship 2023,G_08,2023,9,2023-09-08,2023-10-07,29,Tier 2 (A-Tier / Major),Offline (LAN),Epic Games,Germany,Cologne,DEU,359845.8,0,986678,372231,53973.5,145,TM_00053,0.3647,359845.8,359845.8,37.73,1861155.17
TN_000419,StarCraft II Tier Championship 2025,G_13,2025,1,2025-01-02,2025-01-11,9,Tier 3 (B-Tier / Minor),Offline (LAN),Blizzard,Vietnam,Hanoi,VNM,96350.57,0,239266,99384,7155.65,72,TM_00173,0.4027,96350.57,96350.57,41.54,795072.22
TN_000420,Teamfight Tactics Tier Championship 2017,G_19,2017,7,2017-07-04,2017-07-11,7,Tier 4 (Regional / Qualifier),Online,Riot Games,Online,Online,GLB,30040.25,0,91060,38926,1907.37,49,TM_00153,0.3299,30040.25,30040.25,42.75,272481.43
TN_000421,Rocket League Tier Championship 2018,G_10,2018,11,2018-11-19,2018-12-05,16,Tier 2 (A-Tier / Major),Offline (LAN),ESL FACEIT Group,South Korea,Seoul,KOR,374530.36,0,677918,264670,21173.6,80,TM_00100,0.5525,374530.36,374530.36,39.04,1323350.0
TN_000422,League of Legends Tier Championship 2014,G_01,2014,8,2014-08-19,2014-09-23,35,Tier 2 (A-Tier / Major),Offline (LAN),Riot Games,United Kingdom,London,GBR,284575.65,0,693425,310956,87067.68,280,TM_00020,0.4104,284575.65,284575.65,44.84,2487648.0
TN_000423,League of Legends Tier Championship 2024,G_01,2024,2,2024-02-09,2024-02-12,3,Tier 3 (B-Tier / Minor),Offline (LAN),Riot Games,China,Shanghai,CHN,57702.56,0,404960,142120,2984.52,21,TM_00002,0.1425,57702.56,57702.56,35.09,994840.0
TN_000424,Street Fighter 6 Tier Championship 2018,G_17,2018,10,2018-10-08,2018-10-22,14,Tier 3 (B-Tier / Minor),Offline (LAN),Moonton,United States,Los Angeles,USA,61207.99,0,208682,92467,9061.77,98,TM_00044,0.2933,61207.99,61207.99,44.31,647269.29
TN_000425,PUBG: Battlegrounds Tier Championship 2018,G_18,2018,10,2018-10-01,2018-10-22,21,Tier 2 (A-Tier / Major),Offline (LAN),Krafton,Singapore,Singapore,SGP,212384.47,0,1303480,523370,54953.85,105,TM_00140,0.1629,212384.47,212384.47,40.15,2616850.0
TN_000426,Free Fire Tier Championship 2012,G_14,2012,6,2012-06-26,2012-07-01,5,Tier 3 (B-Tier / Minor),Online,ESL FACEIT Group,Online,Online,GLB,130235.83,0,143589,50931,1782.59,35,TM_00137,0.907,130235.83,130235.83,35.47,356518.0
TN_000427,Arena of Valor Tier Championship 2013,G_06,2013,10,2013-10-20,2013-11-21,32,Tier 1 (S-Tier / Premier),Offline (LAN),BLAST,China,Shanghai,CHN,4971038.14,0,3349023,991192,253745.15,256,TM_00136,1.4843,4971038.14,852341.4587500001,29.6,7929535.94
TN_000428,Rainbow Six Siege Tier Championship 2017,G_09,2017,7,2017-07-26,2017-08-07,12,Tier 4 (Regional / Qualifier),Online,Moonton,Online,Online,GLB,23520.66,0,37497,11425,1096.8,96,TM_00084,0.6273,23520.66,23520.66,30.47,91400.0
TN_000429,Street Fighter 6 Tier Championship 2016,G_17,2016,11,2016-11-08,2016-11-21,13,Tier 3 (B-Tier / Minor),Online,Capcom,Online,Online,GLB,38386.04,0,113779,46375,3014.38,65,TM_00069,0.3374,38386.04,38386.04,40.76,231875.38
TN_000430,PUBG: Battlegrounds Tier Championship 2022,G_18,2022,4,2022-04-15,2022-05-20,35,Tier 2 (A-Tier / Major),Offline (LAN),Krafton,Saudi Arabia,Riyadh,SAU,653234.24,0,1600737,503302,88077.85,175,TM_00174,0.4081,653234.24,653234.24,31.44,2516510.0
TN_000431,Tekken 8 Tier Championship 2021,G_16,2021,7,2021-07-13,2021-07-25,12,Tier 3 (B-Tier / Minor),Online,Bandai Namco,Online,Online,GLB,260252.86,0,462912,134644,11310.1,84,TM_00160,0.5622,260252.86,260252.86,29.09,942508.33
TN_000432,Arena of Valor Tier Championship 2022,G_06,2022,2,2022-02-14,2022-02-23,9,Tier 3 (B-Tier / Minor),Online,ESL FACEIT Group,Online,Online,GLB,231952.47,0,416048,176742,9544.07,54,TM_00103,0.5575,231952.47,231952.47,42.48,1060452.22
TN_000433,CrossFire Tier Championship 2018,G_20,2018,4,2018-04-16,2018-04-19,3,Tier 3 (B-Tier / Minor),Offline (LAN),Smilegate,Vietnam,Ho Chi Minh City,VNM,151231.73,0,266119,106576,2557.82,24,TM_00165,0.5683,151231.73,151231.73,40.05,852606.67
TN_000434,Arena of Valor Tier Championship 2014,G_06,2014,8,2014-08-19,2014-08-26,7,Tier 4 (Regional / Qualifier),Online,Tencent / Garena,Online,Online,GLB,6698.69,0,11915,4219,177.2,42,TM_00136,0.5622,6698.69,6698.69,35.41,25314.29
TN_000435,Arena of Valor Tier Championship 2022,G_06,2022,4,2022-04-27,2022-05-02,5,Tier 3 (B-Tier / Minor),Online,Tencent / Garena,Online,Online,GLB,172696.93,0,172518,74410,2604.35,35,TM_00011,1.001,172696.93,172696.93,43.13,520870.0
TN_000436,Rainbow Six Siege Tier Championship 2012,G_09,2012,7,2012-07-06,2012-07-12,6,Tier 3 (B-Tier / Minor),Online,Ubisoft,Online,Online,GLB,25237.37,0,145933,46884,1969.13,42,TM_00111,0.1729,25237.37,25237.37,32.13,328188.33
TN_000437,Mobile Legends: Bang Bang Tier Championship 2023,G_07,2023,10,2023-10-19,2023-10-23,4,Tier 4 (Regional / Qualifier),Online,Moonton,Online,Online,GLB,32264.92,0,47916,20852,667.26,32,TM_00168,0.6734,32264.92,32264.92,43.52,166815.0
TN_000438,Apex Legends Tier Championship 2015,G_12,2015,1,2015-01-03,2015-01-08,5,Tier 4 (Regional / Qualifier),Offline (LAN),EA / Respawn,Vietnam,Hanoi,VNM,8846.13,0,41645,15882,635.28,40,TM_00085,0.2124,8846.13,8846.13,38.14,127056.0
TN_000439,Fortnite Tier Championship 2024,G_08,2024,11,2024-11-05,2024-11-25,20,Tier 2 (A-Tier / Major),Offline (LAN),Epic Games,South Korea,Seoul,KOR,1002316.18,0,1797309,624815,99970.4,160,TM_00055,0.5577,1002316.18,852341.4587500001,34.76,4998520.0
TN_000440,PUBG Mobile Tier Championship 2023,G_05,2023,1,2023-01-17,2023-01-28,11,Tier 4 (Regional / Qualifier),Offline (LAN),PGL,Saudi Arabia,Riyadh,SAU,62085.65,0,100769,36115,1986.33,55,TM_00139,0.6161,62085.65,62085.65,35.84,180575.45
TN_000441,Arena of Valor Tier Championship 2019,G_06,2019,2,2019-02-14,2019-03-05,19,Tier 2 (A-Tier / Major),Offline (LAN),Tencent / Garena,China,Shanghai,CHN,117419.01,0,689590,202681,19254.69,95,TM_00130,0.1703,117419.01,117419.01,29.39,1013404.74
TN_000442,Rocket League Tier Championship 2019,G_10,2019,11,2019-11-26,2019-12-13,17,Tier 1 (S-Tier / Premier),Offline (LAN),Psyonix,Vietnam,Hanoi,VNM,3416911.75,0,5302185,2153123,183015.45,85,TM_00028,0.6444,3416911.75,852341.4587500001,40.61,10765614.71
TN_000443,Teamfight Tactics Tier Championship 2024,G_19,2024,4,2024-04-12,2024-04-17,5,Tier 3 (B-Tier / Minor),Offline (LAN),Riot Games,Saudi Arabia,Riyadh,SAU,66301.96,0,516791,147754,3693.85,25,TM_00063,0.1283,66301.96,66301.96,28.59,738770.0
TN_000444,StarCraft II Tier Championship 2023,G_13,2023,2,2023-02-15,2023-03-18,31,Tier 1 (S-Tier / Premier),Offline (LAN),Blizzard,South Korea,Seoul,KOR,898523.44,0,3775123,1159693,251653.38,217,TM_00132,0.238,898523.44,852341.4587500001,30.72,8117850.97
TN_000445,CrossFire Tier Championship 2019,G_20,2019,11,2019-11-17,2019-12-03,16,Tier 2 (A-Tier / Major),Offline (LAN),Smilegate,South Korea,Seoul,KOR,189418.91,0,1191995,418228,53533.18,128,TM_00165,0.1589,189418.91,189418.91,35.09,3345823.75
TN_000446,StarCraft II Tier Championship 2017,G_13,2017,5,2017-05-10,2017-05-21,11,Tier 3 (B-Tier / Minor),Online,PGL,Online,Online,GLB,30195.15,0,162444,62676,4136.62,66,TM_00036,0.1859,30195.15,30195.15,38.58,376056.36
TN_000447,CrossFire Tier Championship 2019,G_20,2019,2,2019-02-15,2019-03-17,30,Tier 2 (A-Tier / Major),Offline (LAN),Smilegate,Thailand,Bangkok,THA,221794.53,0,1392578,457610,82369.8,180,TM_00156,0.1593,221794.53,221794.53,32.86,2745660.0
TN_000448,VALORANT Tier Championship 2017,G_04,2017,10,2017-10-15,2017-11-12,28,Tier 2 (A-Tier / Major),Offline (LAN),Riot Games,Thailand,Bangkok,THA,172532.99,0,924467,380382,53253.48,140,TM_00017,0.1866,172532.99,172532.99,41.15,1901910.0
TN_000449,Arena of Valor Tier Championship 2024,G_06,2024,9,2024-09-06,2024-09-09,3,Tier 4 (Regional / Qualifier),Online,Tencent / Garena,Online,Online,GLB,33799.02,0,48025,20523,307.85,15,TM_00011,0.7038,33799.02,33799.02,42.73,102616.67
TN_000450,StarCraft II Tier Championship 2024,G_13,2024,5,2024-05-18,2024-05-27,9,Tier 4 (Regional / Qualifier),Offline (LAN),Blizzard,China,Shanghai,CHN,13543.96,0,130316,39067,2812.82,72,TM_00025,0.1039,13543.96,13543.96,29.98,312535.56
TN_000451,Arena of Valor Tier Championship 2017,G_06,2017,6,2017-06-16,2017-06-29,13,Tier 3 (B-Tier / Minor),Online,ESL FACEIT Group,Online,Online,GLB,28825.87,0,198553,70533,5501.57,78,TM_00012,0.1452,28825.87,28825.87,35.52,423197.69
TN_000452,PUBG Mobile Tier Championship 2019,G_05,2019,4,2019-04-13,2019-04-25,12,Tier 3 (B-Tier / Minor),Online,ESL FACEIT Group,Online,Online,GLB,291693.05,0,278047,96953,8144.05,84,TM_00024,1.0491,291693.05,291693.05,34.87,678670.83
TN_000453,Overwatch 2 Tier Championship 2012,G_11,2012,10,2012-10-13,2012-11-16,34,Tier 2 (A-Tier / Major),Offline (LAN),ESL FACEIT Group,United States,Los Angeles,USA,401766.03,0,530716,160800,32803.2,204,TM_00172,0.757,401766.03,401766.03,30.3,964800.0
TN_000454,Teamfight Tactics Tier Championship 2018,G_19,2018,9,2018-09-16,2018-10-05,19,Tier 2 (A-Tier / Major),Offline (LAN),Riot Games,Vietnam,Hanoi,VNM,507645.31,0,802792,268837,40863.22,152,TM_00159,0.6323,507645.31,507645.31,33.49,2150695.79
TN_000455,Dota 2 Tier Championship 2021,G_02,2021,9,2021-09-17,2021-09-27,10,Tier 3 (B-Tier / Minor),Offline (LAN),Garena,Germany,Cologne,DEU,140018.84,1,243902,97100,7768.0,80,TM_00098,0.5741,140018.84,140018.84,39.81,776800.0
TN_000456,Apex Legends Tier Championship 2018,G_12,2018,11,2018-11-21,2018-11-24,3,Tier 4 (Regional / Qualifier),Online,EA / Respawn,Online,Online,GLB,5357.26,0,20035,8544,179.42,21,TM_00145,0.2674,5357.26,5357.26,42.65,59806.67
TN_000457,PUBG Mobile Tier Championship 2020,G_05,2020,1,2020-01-19,2020-01-25,6,Tier 3 (B-Tier / Minor),Offline (LAN),Krafton / Tencent,Thailand,Bangkok,THA,176011.82,0,379896,116343,3490.29,30,TM_00048,0.4633,176011.82,176011.82,30.62,581715.0
TN_000458,Free Fire Tier Championship 2020,G_14,2020,5,2020-05-26,2020-05-30,4,Tier 3 (B-Tier / Minor),Online,Garena,Online,Online,GLB,118558.99,0,229447,102009,3264.29,32,TM_00137,0.5167,118558.99,118558.99,44.46,816072.5
TN_000459,Mobile Legends: Bang Bang Tier Championship 2019,G_07,2019,2,2019-02-12,2019-02-27,15,Tier 1 (S-Tier / Premier),Offline (LAN),Moonton,Philippines,Manila,PHL,1621392.49,0,3063419,1054691,126562.92,120,TM_00168,0.5293,1621392.49,852341.4587500001,34.43,8437528.0
TN_000460,Apex Legends Tier Championship 2019,G_12,2019,9,2019-09-21,2019-10-10,19,Tier 2 (A-Tier / Major),Offline (LAN),EA / Respawn,France,Paris,FRA,376987.67,0,990248,402446,61171.79,152,TM_00145,0.3807,376987.67,376987.67,40.64,3219567.89
TN_000461,StarCraft II Tier Championship 2014,G_13,2014,5,2014-05-22,2014-06-05,14,Tier 3 (B-Tier / Minor),Online,Blizzard,Online,Online,GLB,162919.06,0,66894,28621,2404.16,84,TM_00155,2.4355,162919.06,162919.06,42.79,171725.71
TN_000462,VALORANT Tier Championship 2012,G_04,2012,6,2012-06-24,2012-07-03,9,Tier 3 (B-Tier / Minor),Online,BLAST,Online,Online,GLB,48092.67,0,96086,41516,1868.22,45,TM_00016,0.5005,48092.67,48092.67,43.21,207580.0
TN_000463,Free Fire Tier Championship 2020,G_14,2020,8,2020-08-19,2020-09-07,19,Tier 2 (A-Tier / Major),Offline (LAN),Garena,Indonesia,Jakarta,IDN,251551.17,0,1529430,490377,65220.14,133,TM_00157,0.1645,251551.17,251551.17,32.06,3432638.95
TN_000464,Apex Legends Tier Championship 2020,G_12,2020,11,2020-11-02,2020-11-14,12,Tier 3 (B-Tier / Minor),Online,EA / Respawn,Online,Online,GLB,65953.81,0,241385,108056,10373.38,96,TM_00152,0.2732,65953.81,65953.81,44.77,864448.33
TN_000465,Fortnite Tier Championship 2018,G_08,2018,12,2018-12-21,2018-12-28,7,Tier 4 (Regional / Qualifier),Online,Moonton,Online,Online,GLB,5891.47,0,97660,43135,2415.56,56,TM_00171,0.0603,5891.47,5891.47,44.17,345080.0
TN_000466,Apex Legends Tier Championship 2014,G_12,2014,7,2014-07-18,2014-08-01,14,Tier 3 (B-Tier / Minor),Offline (LAN),BLAST,France,Paris,FRA,185060.48,0,92434,39790,4456.48,112,TM_00038,2.0021,185060.48,185060.48,43.05,318320.0
TN_000467,PUBG Mobile Tier Championship 2015,G_05,2015,1,2015-01-09,2015-01-19,10,Tier 3 (B-Tier / Minor),Online,Moonton,Online,Online,GLB,50037.53,0,115732,42608,2982.56,70,TM_00139,0.4324,50037.53,50037.53,36.82,298256.0
TN_000468,Call of Duty: Warzone Tier Championship 2015,G_15,2015,3,2015-03-03,2015-03-13,10,Tier 4 (Regional / Qualifier),Online,Activision,Online,Online,GLB,17274.18,0,58833,24160,1208.0,50,TM_00093,0.2936,17274.18,17274.18,41.07,120800.0
TN_000469,StarCraft II Tier Championship 2015,G_13,2015,3,2015-03-18,2015-03-26,8,Tier 4 (Regional / Qualifier),Online,Blizzard,Online,Online,GLB,7371.18,0,16668,5890,235.6,40,TM_00155,0.4422,7371.18,7371.18,35.34,29450.0
TN_000470,Mobile Legends: Bang Bang Tier Championship 2025,G_07,2025,7,2025-07-05,2025-07-10,5,Tier 3 (B-Tier / Minor),Online,Moonton,Online,Online,GLB,112858.22,0,408041,174656,6112.96,35,TM_00014,0.2766,112858.22,112858.22,42.8,1222592.0
TN_000471,Street Fighter 6 Tier Championship 2012,G_17,2012,10,2012-10-25,2012-11-07,13,Tier 3 (B-Tier / Minor),Offline (LAN),Capcom,France,Paris,FRA,121933.15,0,102131,38293,3982.47,104,TM_00074,1.1939,121933.15,121933.15,37.49,306343.85
TN_000472,League of Legends Tier Championship 2019,G_01,2019,5,2019-05-18,2019-05-21,3,Tier 3 (B-Tier / Minor),Offline (LAN),Riot Games,Germany,Cologne,DEU,145548.92,0,388468,114934,2068.81,18,TM_00010,0.3747,145548.92,145548.92,29.59,689603.33
TN_000473,Overwatch 2 Tier Championship 2021,G_11,2021,5,2021-05-18,2021-05-27,9,Tier 3 (B-Tier / Minor),Online,Blizzard,Online,Online,GLB,383463.25,0,422836,170623,9213.64,54,TM_00158,0.9069,383463.25,383463.25,40.35,1023737.78
TN_000474,Arena of Valor Tier Championship 2018,G_06,2018,10,2018-10-02,2018-10-11,9,Tier 4 (Regional / Qualifier),Online,Tencent / Garena,Online,Online,GLB,16666.64,0,80053,31186,1684.04,54,TM_00012,0.2082,16666.64,16666.64,38.96,187115.56
TN_000475,Call of Duty: Warzone Tier Championship 2019,G_15,2019,5,2019-05-13,2019-05-31,18,Tier 1 (S-Tier / Premier),Offline (LAN),Activision,United Kingdom,London,GBR,5354803.58,0,5248282,2018919,290724.34,144,TM_00131,1.0203,5354803.58,852341.4587500001,38.47,16151352.22
TN_000476,CrossFire Tier Championship 2016,G_20,2016,10,2016-10-19,2016-10-23,4,Tier 4 (Regional / Qualifier),Online,Smilegate,Online,Online,GLB,49218.14,0,64325,28026,896.83,32,TM_00026,0.7651,49218.14,49218.14,43.57,224207.5
TN_000477,League of Legends Tier Championship 2017,G_01,2017,1,2017-01-20,2017-02-05,16,Tier 1 (S-Tier / Premier),Offline (LAN),BLAST,United States,Los Angeles,USA,868973.83,0,4774260,1980469,158437.52,80,TM_00007,0.182,868973.83,852341.4587500001,41.48,9902345.0
TN_000478,Mobile Legends: Bang Bang Tier Championship 2018,G_07,2018,4,2018-04-27,2018-05-01,4,Tier 3 (B-Tier / Minor),Online,Moonton,Online,Online,GLB,67453.39,0,244846,69351,1664.42,24,TM_00054,0.2755,67453.39,67453.39,28.32,416105.0
TN_000479,CrossFire Tier Championship 2013,G_20,2013,6,2013-06-22,2013-07-12,20,Tier 1 (S-Tier / Premier),Offline (LAN),Smilegate,Germany,Berlin,DEU,4802908.99,0,2831646,919676,147148.16,160,TM_00109,1.6962,4802908.99,852341.4587500001,32.48,7357408.0
TN_000480,StarCraft II Tier Championship 2013,G_13,2013,2,2013-02-08,2013-02-14,6,Tier 4 (Regional / Qualifier),Online,Blizzard,Online,Online,GLB,7008.26,0,34702,12052,578.5,48,TM_00155,0.202,7008.26,7008.26,34.73,96416.67
TN_000481,PUBG: Battlegrounds Tier Championship 2021,G_18,2021,12,2021-12-14,2021-12-17,3,Tier 3 (B-Tier / Minor),Online,Krafton,Online,Online,GLB,57204.84,0,239205,83856,1760.98,21,TM_00119,0.2391,57204.84,57204.84,35.06,586993.33
TN_000482,Rainbow Six Siege Tier Championship 2019,G_09,2019,3,2019-03-08,2019-03-30,22,Tier 2 (A-Tier / Major),Offline (LAN),BLAST,China,Shanghai,CHN,151593.41,0,397945,168864,18575.04,110,TM_00084,0.3809,151593.41,151593.41,42.43,844320.0
TN_000483,Arena of Valor Tier Championship 2024,G_06,2024,7,2024-07-11,2024-07-30,19,Tier 2 (A-Tier / Major),Offline (LAN),Tencent / Garena,South Korea,Seoul,KOR,1999846.41,0,1514029,630366,83838.68,133,TM_00176,1.3209,1999846.41,852341.4587500001,41.64,4412562.11
TN_000484,Call of Duty: Warzone Tier Championship 2016,G_15,2016,5,2016-05-25,2016-06-04,10,Tier 3 (B-Tier / Minor),Offline (LAN),Activision,Vietnam,Ho Chi Minh City,VNM,108643.1,0,133746,38091,2285.46,60,TM_00058,0.8123,108643.1,108643.1,28.48,228546.0
TN_000485,Overwatch 2 Tier Championship 2015,G_11,2015,5,2015-05-04,2015-05-16,12,Tier 3 (B-Tier / Minor),Online,Blizzard,Online,Online,GLB,89487.36,0,84836,36437,2186.22,60,TM_00113,1.0548,89487.36,89487.36,42.95,182185.0
TN_000486,Free Fire Tier Championship 2021,G_14,2021,7,2021-07-11,2021-07-31,20,Tier 1 (S-Tier / Premier),Offline (LAN),Garena,China,Shanghai,CHN,5276540.79,0,3203872,1394457,195223.98,140,TM_00126,1.6469,5276540.79,852341.4587500001,43.52,9761199.0
TN_000487,PUBG: Battlegrounds Tier Championship 2015,G_18,2015,5,2015-05-01,2015-05-27,26,Tier 1 (S-Tier / Premier),Offline (LAN),Krafton,Philippines,Manila,PHL,2495760.33,0,2346116,843057,109597.41,130,TM_00045,1.0638,2495760.33,852341.4587500001,35.93,4215285.0
TN_000488,Rocket League Tier Championship 2017,G_10,2017,8,2017-08-25,2017-09-08,14,Tier 3 (B-Tier / Minor),Offline (LAN),Psyonix,United Kingdom,London,GBR,25732.14,0,170994,70436,4930.52,70,TM_00100,0.1505,25732.14,25732.14,41.19,352180.0
TN_000489,Free Fire Tier Championship 2020,G_14,2020,9,2020-09-05,2020-10-08,33,Tier 2 (A-Tier / Major),Offline (LAN),Garena,Vietnam,Hanoi,VNM,1233143.16,0,1244982,479378,79097.37,165,TM_00022,0.9905,1233143.16,852341.4587500001,38.5,2396890.0
TN_000490,CrossFire Tier Championship 2017,G_20,2017,9,2017-09-18,2017-09-27,9,Tier 4 (Regional / Qualifier),Offline (LAN),Garena,South Korea,Seoul,KOR,12357.4,0,64077,21089,1138.81,54,TM_00167,0.1929,12357.4,12357.4,32.91,126534.44
TN_000491,Fortnite Tier Championship 2023,G_08,2023,2,2023-02-09,2023-03-09,28,Tier 1 (S-Tier / Premier),Offline (LAN),BLAST,United States,Los Angeles,USA,2658698.03,0,7430956,2142641,479951.58,224,TM_00055,0.3578,2658698.03,852341.4587500001,28.83,17141127.86
TN_000492,Tekken 8 Tier Championship 2019,G_16,2019,9,2019-09-28,2019-10-02,4,Tier 3 (B-Tier / Minor),Online,PGL,Online,Online,GLB,56703.58,0,366506,136087,3810.44,28,TM_00128,0.1547,56703.58,56703.58,37.13,952610.0
TN_000493,VALORANT Tier Championship 2019,G_04,2019,10,2019-10-06,2019-11-09,34,Tier 2 (A-Tier / Major),Offline (LAN),Riot Games,Indonesia,Jakarta,IDN,586505.2,0,1182314,437031,118872.43,272,TM_00019,0.4961,586505.2,586505.2,36.96,3496247.94
TN_000494,Arena of Valor Tier Championship 2022,G_06,2022,5,2022-05-18,2022-06-20,33,Tier 2 (A-Tier / Major),Offline (LAN),Tencent / Garena,Philippines,Manila,PHL,362815.03,0,1239220,433613,85855.37,198,TM_00103,0.2928,362815.03,362815.03,34.99,2601677.88
TN_000495,Mobile Legends: Bang Bang Tier Championship 2015,G_07,2015,12,2015-12-19,2015-12-28,9,Tier 4 (Regional / Qualifier),Online,Moonton,Online,Online,GLB,21905.47,0,91832,33793,2433.1,72,TM_00015,0.2385,21905.47,21905.47,36.8,270344.44
TN_000496,Rainbow Six Siege Tier Championship 2012,G_09,2012,5,2012-05-17,2012-05-26,9,Tier 4 (Regional / Qualifier),Online,Moonton,Online,Online,GLB,46888.44,0,6035,2491,156.93,63,TM_00049,7.7694,46888.44,46888.44,41.28,17436.67
TN_000497,VALORANT Tier Championship 2018,G_04,2018,12,2018-12-28,2019-01-21,24,Tier 2 (A-Tier / Major),Offline (LAN),Riot Games,United States,Los Angeles,USA,311754.62,0,831731,354366,59533.49,168,TM_00169,0.3748,311754.62,311754.62,42.61,2480562.08
