Placement_ID,Tournament_ID,Rank,Rank_Label,Team_ID,Prize_Money_USD,Prize_Share_Pct,Is_Winner
PLC_0008167,TN_001220,6,6th Place,TM_00091,28851.88,4.0,0
PLC_0008168,TN_001220,7,7th Place,TM_00149,21638.91,3.0,0
PLC_0008169,TN_001221,1,1st Place (Champion),TM_00083,66559.05,45.0,1
PLC_0008170,TN_001221,2,2nd Place,TM_00114,29581.8,20.0,0
PLC_0008171,TN_001221,3,3rd Place,TM_00070,17749.08,12.0,0
PLC_0008172,TN_001221,4,4th Place,TM_00105,11832.72,8.0,0
PLC_0008173,TN_001221,5,5th Place,TM_00034,7395.45,5.0,0
PLC_0008174,TN_001221,6,6th Place,TM_00046,5916.36,4.0,0
PLC_0008175,TN_001221,7,7th Place,TM_00066,4437.27,3.0,0
PLC_0008176,TN_001221,8,8th Place,TM_00112,4437.27,3.0,0
PLC_0008177,TN_001222,1,1st Place (Champion),TM_00143,5805.95,45.0,1
PLC_0008178,TN_001222,2,2nd Place,TM_00019,2580.42,20.0,0
PLC_0008179,TN_001222,3,3rd Place,TM_00073,1548.25,12.0,0
PLC_0008180,TN_001222,4,4th Place,TM_00017,1032.17,8.0,0
PLC_0008181,TN_001222,5,5th Place,TM_00016,645.11,5.0,0
PLC_0008182,TN_001222,6,6th Place,TM_00056,516.08,4.0,0
PLC_0008183,TN_001222,7,7th Place,TM_00086,387.06,3.0,0
PLC_0008184,TN_001222,8,8th Place,TM_00169,387.06,3.0,0
PLC_0008185,TN_001223,1,1st Place (Champion),TM_00155,17637.92,45.0,1
PLC_0008186,TN_001223,2,2nd Place,TM_00082,7839.07,20.0,0
PLC_0008187,TN_001223,3,3rd Place,TM_00177,4703.44,12.0,0
PLC_0008188,TN_001223,4,4th Place,TM_00132,3135.63,8.0,0
PLC_0008189,TN_001223,5,5th Place,TM_00036,1959.77,5.0,0
PLC_0008190,TN_001224,1,1st Place (Champion),TM_00107,222237.97,45.0,1
PLC_0008191,TN_001224,2,2nd Place,TM_00170,98772.43,20.0,0
PLC_0008192,TN_001224,3,3rd Place,TM_00057,59263.46,12.0,0
PLC_0008193,TN_001224,4,4th Place,TM_00147,39508.97,8.0,0
PLC_0008194,TN_001224,5,5th Place,TM_00105,24693.11,5.0,0
PLC_0008195,TN_001225,1,1st Place (Champion),TM_00068,7604.07,45.0,1
PLC_0008196,TN_001225,2,2nd Place,TM_00165,3379.59,20.0,0
PLC_0008197,TN_001225,3,3rd Place,TM_00109,2027.75,12.0,0
PLC_0008198,TN_001225,4,4th Place,TM_00150,1351.83,8.0,0
PLC_0008199,TN_001225,5,5th Place,TM_00120,844.9,5.0,0
PLC_0008200,TN_001225,6,6th Place,TM_00138,675.92,4.0,0
PLC_0008201,TN_001225,7,7th Place,TM_00156,506.94,3.0,0
PLC_0008202,TN_001225,8,8th Place,TM_00167,506.94,3.0,0
PLC_0008203,TN_001226,1,1st Place (Champion),TM_00125,32319.78,45.0,1
PLC_0008204,TN_001226,2,2nd Place,TM_00059,14364.35,20.0,0
PLC_0008205,TN_001226,3,3rd Place,TM_00061,8618.61,12.0,0
PLC_0008206,TN_001226,4,4th Place,TM_00094,5745.74,8.0,0
PLC_0008207,TN_001226,5,5th Place,TM_00160,3591.09,5.0,0
PLC_0008208,TN_001226,6,6th Place,TM_00162,2872.87,4.0,0
PLC_0008209,TN_001226,7,7th Place,TM_00128,2154.65,3.0,0
PLC_0008210,TN_001227,1,1st Place (Champion),TM_00173,8157.76,45.0,1
PLC_0008211,TN_001227,2,2nd Place,TM_00132,3625.67,20.0,0
PLC_0008212,TN_001227,3,3rd Place,TM_00177,2175.4,12.0,0
PLC_0008213,TN_001227,4,4th Place,TM_00155,1450.27,8.0,0
PLC_0008214,TN_001227,5,5th Place,TM_00082,906.42,5.0,0
PLC_0008215,TN_001228,1,1st Place (Champion),TM_00131,54771.76,45.0,1
PLC_0008216,TN_001228,2,2nd Place,TM_00116,24343.01,20.0,0
PLC_0008217,TN_001228,3,3rd Place,TM_00058,14605.8,12.0,0
PLC_0008218,TN_001228,4,4th Place,TM_00067,9737.2,8.0,0
PLC_0008219,TN_001228,5,5th Place,TM_00090,6085.75,5.0,0
PLC_0008220,TN_001228,6,6th Place,TM_00093,4868.6,4.0,0
PLC_0008221,TN_001228,7,7th Place,TM_00051,3651.45,3.0,0
PLC_0008222,TN_001229,1,1st Place (Champion),TM_00121,4745.29,45.0,1
PLC_0008223,TN_001229,2,2nd Place,TM_00153,2109.02,20.0,0
PLC_0008224,TN_001229,3,3rd Place,TM_00065,1265.41,12.0,0
PLC_0008225,TN_001229,4,4th Place,TM_00099,843.61,8.0,0
PLC_0008226,TN_001229,5,5th Place,TM_00063,527.25,5.0,0
PLC_0008227,TN_001229,6,6th Place,TM_00035,421.8,4.0,0
PLC_0008228,TN_001229,7,7th Place,TM_00106,316.35,3.0,0
PLC_0008229,TN_001229,8,8th Place,TM_00159,316.35,3.0,0
PLC_0008230,TN_001230,1,1st Place (Champion),TM_00085,65839.16,45.0,1
PLC_0008231,TN_001230,2,2nd Place,TM_00133,29261.85,20.0,0
PLC_0008232,TN_001230,3,3rd Place,TM_00045,17557.11,12.0,0
PLC_0008233,TN_001230,4,4th Place,TM_00099,11704.74,8.0,0
PLC_0008234,TN_001230,5,5th Place,TM_00006,7315.46,5.0,0
PLC_0008235,TN_001230,6,6th Place,TM_00087,5852.37,4.0,0
PLC_0008236,TN_001230,7,7th Place,TM_00176,4389.28,3.0,0
PLC_0008237,TN_001230,8,8th Place,TM_00163,4389.28,3.0,0
PLC_0008238,TN_001231,1,1st Place (Champion),TM_00023,13939.31,45.0,1
PLC_0008239,TN_001231,2,2nd Place,TM_00002,6195.25,20.0,0
PLC_0008240,TN_001231,3,3rd Place,TM_00008,3717.15,12.0,0
PLC_0008241,TN_001231,4,4th Place,TM_00072,2478.1,8.0,0
PLC_0008242,TN_001231,5,5th Place,TM_00020,1548.81,5.0,0
PLC_0008243,TN_001231,6,6th Place,TM_00146,1239.05,4.0,0
PLC_0008244,TN_001231,7,7th Place,TM_00007,929.29,3.0,0
PLC_0008245,TN_001231,8,8th Place,TM_00018,929.29,3.0,0
PLC_0008246,TN_001232,1,1st Place (Champion),TM_00177,3474.19,45.0,1
PLC_0008247,TN_001232,2,2nd Place,TM_00173,1544.09,20.0,0
PLC_0008248,TN_001232,3,3rd Place,TM_00036,926.45,12.0,0
PLC_0008249,TN_001232,4,4th Place,TM_00025,617.63,8.0,0
PLC_0008250,TN_001232,5,5th Place,TM_00155,386.02,5.0,0
PLC_0008251,TN_001232,6,6th Place,TM_00132,308.82,4.0,0
PLC_0008252,TN_001232,7,7th Place,TM_00082,231.61,3.0,0
PLC_0008253,TN_001233,1,1st Place (Champion),TM_00024,62031.82,45.0,1
PLC_0008254,TN_001233,2,2nd Place,TM_00124,27569.7,20.0,0
PLC_0008255,TN_001233,3,3rd Place,TM_00051,16541.82,12.0,0
PLC_0008256,TN_001233,4,4th Place,TM_00152,11027.88,8.0,0
PLC_0008257,TN_001233,5,5th Place,TM_00104,6892.42,5.0,0
PLC_0008258,TN_001234,1,1st Place (Champion),TM_00023,15418.74,45.0,1
PLC_0008259,TN_001234,2,2nd Place,TM_00008,6852.77,20.0,0
PLC_0008260,TN_001234,3,3rd Place,TM_00002,4111.66,12.0,0
PLC_0008261,TN_001234,4,4th Place,TM_00010,2741.11,8.0,0
PLC_0008262,TN_001234,5,5th Place,TM_00020,1713.19,5.0,0
PLC_0008263,TN_001234,6,6th Place,TM_00146,1370.55,4.0,0
PLC_0008264,TN_001234,7,7th Place,TM_00072,1027.92,3.0,0
PLC_0008265,TN_001234,8,8th Place,TM_00001,1027.92,3.0,0
PLC_0008266,TN_001235,1,1st Place (Champion),TM_00084,151583.11,45.0,1
PLC_0008267,TN_001235,2,2nd Place,TM_00060,67370.27,20.0,0
PLC_0008268,TN_001235,3,3rd Place,TM_00111,40422.16,12.0,0
PLC_0008269,TN_001235,4,4th Place,TM_00127,26948.11,8.0,0
PLC_0008270,TN_001235,5,5th Place,TM_00133,16842.57,5.0,0
PLC_0008271,TN_001235,6,6th Place,TM_00057,13474.05,4.0,0
PLC_0008272,TN_001235,7,7th Place,TM_00123,10105.54,3.0,0
PLC_0008273,TN_001236,1,1st Place (Champion),TM_00119,6036.58,45.0,1
PLC_0008274,TN_001236,2,2nd Place,TM_00095,2682.92,20.0,0
PLC_0008275,TN_001236,3,3rd Place,TM_00071,1609.75,12.0,0
PLC_0008276,TN_001236,4,4th Place,TM_00027,1073.17,8.0,0
PLC_0008277,TN_001236,5,5th Place,TM_00140,670.73,5.0,0
PLC_0008278,TN_001236,6,6th Place,TM_00045,536.58,4.0,0
PLC_0008279,TN_001236,7,7th Place,TM_00077,402.44,3.0,0
PLC_0008280,TN_001236,8,8th Place,TM_00174,402.44,3.0,0
PLC_0008281,TN_001237,1,1st Place (Champion),TM_00097,51463.18,45.0,1
PLC_0008282,TN_001237,2,2nd Place,TM_00137,22872.53,20.0,0
PLC_0008283,TN_001237,3,3rd Place,TM_00040,13723.52,12.0,0
PLC_0008284,TN_001237,4,4th Place,TM_00148,9149.01,8.0,0
PLC_0008285,TN_001237,5,5th Place,TM_00043,5718.13,5.0,0
PLC_0008286,TN_001238,1,1st Place (Champion),TM_00085,61962.38,45.0,1
PLC_0008287,TN_001238,2,2nd Place,TM_00068,27538.83,20.0,0
PLC_0008288,TN_001238,3,3rd Place,TM_00021,16523.3,12.0,0
PLC_0008289,TN_001238,4,4th Place,TM_00047,11015.53,8.0,0
PLC_0008290,TN_001238,5,5th Place,TM_00031,6884.71,5.0,0
PLC_0008291,TN_001239,1,1st Place (Champion),TM_00008,55801.74,45.0,1
PLC_0008292,TN_001239,2,2nd Place,TM_00018,24800.77,20.0,0
PLC_0008293,TN_001239,3,3rd Place,TM_00020,14880.46,12.0,0
PLC_0008294,TN_001239,4,4th Place,TM_00146,9920.31,8.0,0
PLC_0008295,TN_001239,5,5th Place,TM_00010,6200.19,5.0,0
PLC_0008296,TN_001239,6,6th Place,TM_00001,4960.15,4.0,0
PLC_0008297,TN_001239,7,7th Place,TM_00007,3720.12,3.0,0
PLC_0008298,TN_001239,8,8th Place,TM_00023,3720.12,3.0,0
PLC_0008299,TN_001240,1,1st Place (Champion),TM_00113,271181.74,45.0,1
PLC_0008300,TN_001240,2,2nd Place,TM_00147,120525.22,20.0,0
PLC_0008301,TN_001240,3,3rd Place,TM_00172,72315.13,12.0,0
PLC_0008302,TN_001240,4,4th Place,TM_00110,48210.09,8.0,0
PLC_0008303,TN_001240,5,5th Place,TM_00096,30131.3,5.0,0
PLC_0008304,TN_001240,6,6th Place,TM_00135,24105.04,4.0,0
PLC_0008305,TN_001240,7,7th Place,TM_00158,18078.78,3.0,0
PLC_0008306,TN_001241,1,1st Place (Champion),TM_00106,10949.94,45.0,1
PLC_0008307,TN_001241,2,2nd Place,TM_00159,4866.64,20.0,0
PLC_0008308,TN_001241,3,3rd Place,TM_00063,2919.98,12.0,0
PLC_0008309,TN_001241,4,4th Place,TM_00065,1946.66,8.0,0
PLC_0008310,TN_001241,5,5th Place,TM_00052,1216.66,5.0,0
PLC_0008311,TN_001242,1,1st Place (Champion),TM_00152,23389.73,45.0,1
PLC_0008312,TN_001242,2,2nd Place,TM_00115,10395.43,20.0,0
PLC_0008313,TN_001242,3,3rd Place,TM_00105,6237.26,12.0,0
PLC_0008314,TN_001242,4,4th Place,TM_00171,4158.17,8.0,0
PLC_0008315,TN_001242,5,5th Place,TM_00110,2598.86,5.0,0
PLC_0008316,TN_001242,6,6th Place,TM_00059,2079.09,4.0,0
PLC_0008317,TN_001242,7,7th Place,TM_00108,1559.32,3.0,0
PLC_0008318,TN_001243,1,1st Place (Champion),TM_00176,221262.82,45.0,1
PLC_0008319,TN_001243,2,2nd Place,TM_00170,98339.03,20.0,0
PLC_0008320,TN_001243,3,3rd Place,TM_00136,59003.42,12.0,0
PLC_0008321,TN_001243,4,4th Place,TM_00033,39335.61,8.0,0
PLC_0008322,TN_001243,5,5th Place,TM_00103,24584.76,5.0,0
PLC_0008323,TN_001243,6,6th Place,TM_00011,19667.81,4.0,0
PLC_0008324,TN_001243,7,7th Place,TM_00117,14750.85,3.0,0
PLC_0008325,TN_001244,1,1st Place (Champion),TM_00067,1845871.56,45.0,1
PLC_0008326,TN_001244,2,2nd Place,TM_00093,820387.36,20.0,0
PLC_0008327,TN_001244,3,3rd Place,TM_00116,492232.42,12.0,0
PLC_0008328,TN_001244,4,4th Place,TM_00058,328154.94,8.0,0
PLC_0008329,TN_001244,5,5th Place,TM_00131,205096.84,5.0,0
PLC_0008330,TN_001244,6,6th Place,TM_00090,164077.47,4.0,0
PLC_0008331,TN_001244,7,7th Place,TM_00164,123058.1,3.0,0
PLC_0008332,TN_001245,1,1st Place (Champion),TM_00066,162848.34,45.0,1
PLC_0008333,TN_001245,2,2nd Place,TM_00171,72377.04,20.0,0
PLC_0008334,TN_001245,3,3rd Place,TM_00114,43426.22,12.0,0
PLC_0008335,TN_001245,4,4th Place,TM_00034,28950.82,8.0,0
PLC_0008336,TN_001245,5,5th Place,TM_00046,18094.26,5.0,0
PLC_0008337,TN_001245,6,6th Place,TM_00112,14475.41,4.0,0
PLC_0008338,TN_001245,7,7th Place,TM_00053,10856.56,3.0,0
PLC_0008339,TN_001245,8,8th Place,TM_00055,10856.56,3.0,0
PLC_0008340,TN_001246,1,1st Place (Champion),TM_00111,1683825.37,45.0,1
PLC_0008341,TN_001246,2,2nd Place,TM_00060,748366.83,20.0,0
PLC_0008342,TN_001246,3,3rd Place,TM_00084,449020.1,12.0,0
PLC_0008343,TN_001246,4,4th Place,TM_00049,299346.73,8.0,0
PLC_0008344,TN_001246,5,5th Place,TM_00057,187091.71,5.0,0
PLC_0008345,TN_001246,6,6th Place,TM_00133,149673.37,4.0,0
PLC_0008346,TN_001246,7,7th Place,TM_00123,112255.02,3.0,0
PLC_0008347,TN_001247,1,1st Place (Champion),TM_00037,34331.93,45.0,1
PLC_0008348,TN_001247,2,2nd Place,TM_00171,15258.63,20.0,0
PLC_0008349,TN_001247,3,3rd Place,TM_00083,9155.18,12.0,0
PLC_0008350,TN_001247,4,4th Place,TM_00053,6103.45,8.0,0
PLC_0008351,TN_001247,5,5th Place,TM_00066,3814.66,5.0,0
PLC_0008352,TN_001247,6,6th Place,TM_00070,3051.73,4.0,0
PLC_0008353,TN_001247,7,7th Place,TM_00046,2288.8,3.0,0
PLC_0008354,TN_001248,1,1st Place (Champion),TM_00017,18436.98,45.0,1
PLC_0008355,TN_001248,2,2nd Place,TM_00019,8194.21,20.0,0
PLC_0008356,TN_001248,3,3rd Place,TM_00134,4916.53,12.0,0
PLC_0008357,TN_001248,4,4th Place,TM_00086,3277.69,8.0,0
PLC_0008358,TN_001248,5,5th Place,TM_00169,2048.55,5.0,0
PLC_0008359,TN_001249,1,1st Place (Champion),TM_00114,9047.19,45.0,1
PLC_0008360,TN_001249,2,2nd Place,TM_00053,4020.97,20.0,0
PLC_0008361,TN_001249,3,3rd Place,TM_00083,2412.58,12.0,0
PLC_0008362,TN_001249,4,4th Place,TM_00112,1608.39,8.0,0
PLC_0008363,TN_001249,5,5th Place,TM_00055,1005.24,5.0,0
PLC_0008364,TN_001249,6,6th Place,TM_00046,804.19,4.0,0
PLC_0008365,TN_001249,7,7th Place,TM_00171,603.15,3.0,0
PLC_0008366,TN_001249,8,8th Place,TM_00066,603.15,3.0,0
PLC_0008367,TN_001250,1,1st Place (Champion),TM_00165,233360.79,45.0,1
PLC_0008368,TN_001250,2,2nd Place,TM_00109,103715.91,20.0,0
PLC_0008369,TN_001250,3,3rd Place,TM_00026,62229.54,12.0,0
PLC_0008370,TN_001250,4,4th Place,TM_00068,41486.36,8.0,0
PLC_0008371,TN_001250,5,5th Place,TM_00167,25928.98,5.0,0
PLC_0008372,TN_001251,1,1st Place (Champion),TM_00084,1310964.84,45.0,1
PLC_0008373,TN_001251,2,2nd Place,TM_00057,582651.04,20.0,0
PLC_0008374,TN_001251,3,3rd Place,TM_00060,349590.62,12.0,0
PLC_0008375,TN_001251,4,4th Place,TM_00049,233060.42,8.0,0
PLC_0008376,TN_001251,5,5th Place,TM_00133,145662.76,5.0,0
PLC_0008377,TN_001251,6,6th Place,TM_00127,116530.21,4.0,0
PLC_0008378,TN_001251,7,7th Place,TM_00123,87397.66,3.0,0
PLC_0008379,TN_001251,8,8th Place,TM_00111,87397.66,3.0,0
PLC_0008380,TN_001252,1,1st Place (Champion),TM_00011,48281.89,45.0,1
PLC_0008381,TN_001252,2,2nd Place,TM_00130,21458.62,20.0,0
PLC_0008382,TN_001252,3,3rd Place,TM_00081,12875.17,12.0,0
PLC_0008383,TN_001252,4,4th Place,TM_00103,8583.45,8.0,0
PLC_0008384,TN_001252,5,5th Place,TM_00176,5364.65,5.0,0
PLC_0008385,TN_001252,6,6th Place,TM_00064,4291.72,4.0,0
PLC_0008386,TN_001252,7,7th Place,TM_00031,3218.79,3.0,0
PLC_0008387,TN_001253,1,1st Place (Champion),TM_00142,14485.01,45.0,1
PLC_0008388,TN_001253,2,2nd Place,TM_00120,6437.78,20.0,0
PLC_0008389,TN_001253,3,3rd Place,TM_00150,3862.67,12.0,0
PLC_0008390,TN_001253,4,4th Place,TM_00167,2575.11,8.0,0
PLC_0008391,TN_001253,5,5th Place,TM_00021,1609.45,5.0,0
PLC_0008392,TN_001254,1,1st Place (Champion),TM_00066,60329.8,45.0,1
PLC_0008393,TN_001254,2,2nd Place,TM_00112,26813.25,20.0,0
PLC_0008394,TN_001254,3,3rd Place,TM_00053,16087.95,12.0,0
PLC_0008395,TN_001254,4,4th Place,TM_00046,10725.3,8.0,0
PLC_0008396,TN_001254,5,5th Place,TM_00083,6703.31,5.0,0
PLC_0008397,TN_001254,6,6th Place,TM_00070,5362.65,4.0,0
PLC_0008398,TN_001254,7,7th Place,TM_00034,4021.99,3.0,0
PLC_0008399,TN_001254,8,8th Place,TM_00037,4021.99,3.0,0
PLC_0008400,TN_001255,1,1st Place (Champion),TM_00025,68168.39,45.0,1
PLC_0008401,TN_001255,2,2nd Place,TM_00132,30297.06,20.0,0
PLC_0008402,TN_001255,3,3rd Place,TM_00036,18178.24,12.0,0
PLC_0008403,TN_001255,4,4th Place,TM_00155,12118.83,8.0,0
PLC_0008404,TN_001255,5,5th Place,TM_00173,7574.27,5.0,0
PLC_0008405,TN_001255,6,6th Place,TM_00082,6059.41,4.0,0
PLC_0008406,TN_001255,7,7th Place,TM_00177,4544.56,3.0,0
PLC_0008407,TN_001256,1,1st Place (Champion),TM_00167,267760.2,45.0,1
PLC_0008408,TN_001256,2,2nd Place,TM_00109,119004.53,20.0,0
PLC_0008409,TN_001256,3,3rd Place,TM_00150,71402.72,12.0,0
PLC_0008410,TN_001256,4,4th Place,TM_00156,47601.81,8.0,0
PLC_0008411,TN_001256,5,5th Place,TM_00021,29751.13,5.0,0
PLC_0008412,TN_001256,6,6th Place,TM_00138,23800.91,4.0,0
PLC_0008413,TN_001256,7,7th Place,TM_00142,17850.68,3.0,0
PLC_0008414,TN_001257,1,1st Place (Champion),TM_00093,119316.96,45.0,1
PLC_0008415,TN_001257,2,2nd Place,TM_00116,53029.76,20.0,0
PLC_0008416,TN_001257,3,3rd Place,TM_00051,31817.86,12.0,0
PLC_0008417,TN_001257,4,4th Place,TM_00067,21211.9,8.0,0
PLC_0008418,TN_001257,5,5th Place,TM_00090,13257.44,5.0,0
PLC_0008419,TN_001257,6,6th Place,TM_00131,10605.95,4.0,0
PLC_0008420,TN_001257,7,7th Place,TM_00058,7954.46,3.0,0
PLC_0008421,TN_001258,1,1st Place (Champion),TM_00130,29659.8,45.0,1
PLC_0008422,TN_001258,2,2nd Place,TM_00081,13182.13,20.0,0
PLC_0008423,TN_001258,3,3rd Place,TM_00170,7909.28,12.0,0
PLC_0008424,TN_001258,4,4th Place,TM_00031,5272.85,8.0,0
PLC_0008425,TN_001258,5,5th Place,TM_00033,3295.53,5.0,0
PLC_0008426,TN_001258,6,6th Place,TM_00136,2636.43,4.0,0
PLC_0008427,TN_001258,7,7th Place,TM_00011,1977.32,3.0,0
PLC_0008428,TN_001259,1,1st Place (Champion),TM_00024,5008.1,45.0,1
PLC_0008429,TN_001259,2,2nd Place,TM_00104,2225.82,20.0,0
PLC_0008430,TN_001259,3,3rd Place,TM_00116,1335.49,12.0,0
PLC_0008431,TN_001259,4,4th Place,TM_00177,890.33,8.0,0
PLC_0008432,TN_001259,5,5th Place,TM_00171,556.46,5.0,0
PLC_0008433,TN_001260,1,1st Place (Champion),TM_00120,13368.15,45.0,1
PLC_0008434,TN_001260,2,2nd Place,TM_00109,5941.4,20.0,0
PLC_0008435,TN_001260,3,3rd Place,TM_00142,3564.84,12.0,0
PLC_0008436,TN_001260,4,4th Place,TM_00021,2376.56,8.0,0
PLC_0008437,TN_001260,5,5th Place,TM_00165,1485.35,5.0,0
PLC_0008438,TN_001261,1,1st Place (Champion),TM_00155,16687.24,45.0,1
PLC_0008439,TN_001261,2,2nd Place,TM_00082,7416.55,20.0,0
PLC_0008440,TN_001261,3,3rd Place,TM_00177,4449.93,12.0,0
PLC_0008441,TN_001261,4,4th Place,TM_00173,2966.62,8.0,0
PLC_0008442,TN_001261,5,5th Place,TM_00132,1854.14,5.0,0
PLC_0008443,TN_001262,1,1st Place (Champion),TM_00115,27906.09,45.0,1
PLC_0008444,TN_001262,2,2nd Place,TM_00141,12402.71,20.0,0
PLC_0008445,TN_001262,3,3rd Place,TM_00050,7441.62,12.0,0
PLC_0008446,TN_001262,4,4th Place,TM_00028,4961.08,8.0,0
PLC_0008447,TN_001262,5,5th Place,TM_00124,3100.68,5.0,0
PLC_0008448,TN_001262,6,6th Place,TM_00089,2480.54,4.0,0
PLC_0008449,TN_001262,7,7th Place,TM_00118,1860.41,3.0,0
PLC_0008450,TN_001262,8,8th Place,TM_00080,1860.41,3.0,0
PLC_0008451,TN_001263,1,1st Place (Champion),TM_00059,114761.64,45.0,1
PLC_0008452,TN_001263,2,2nd Place,TM_00128,51005.17,20.0,0
PLC_0008453,TN_001263,3,3rd Place,TM_00061,30603.1,12.0,0
PLC_0008454,TN_001263,4,4th Place,TM_00094,20402.07,8.0,0
PLC_0008455,TN_001263,5,5th Place,TM_00160,12751.29,5.0,0
PLC_0008456,TN_001263,6,6th Place,TM_00125,10201.03,4.0,0
PLC_0008457,TN_001263,7,7th Place,TM_00162,7650.78,3.0,0
PLC_0008458,TN_001264,1,1st Place (Champion),TM_00144,291673.89,45.0,1
PLC_0008459,TN_001264,2,2nd Place,TM_00078,129632.84,20.0,0
PLC_0008460,TN_001264,3,3rd Place,TM_00047,77779.7,12.0,0
PLC_0008461,TN_001264,4,4th Place,TM_00039,51853.14,8.0,0
PLC_0008462,TN_001264,5,5th Place,TM_00108,32408.21,5.0,0
PLC_0008463,TN_001265,1,1st Place (Champion),TM_00063,46434.47,45.0,1
PLC_0008464,TN_001265,2,2nd Place,TM_00106,20637.54,20.0,0
PLC_0008465,TN_001265,3,3rd Place,TM_00153,12382.53,12.0,0
PLC_0008466,TN_001265,4,4th Place,TM_00065,8255.02,8.0,0
PLC_0008467,TN_001265,5,5th Place,TM_00035,5159.39,5.0,0
PLC_0008468,TN_001265,6,6th Place,TM_00052,4127.51,4.0,0
PLC_0008469,TN_001265,7,7th Place,TM_00079,3095.63,3.0,0
PLC_0008470,TN_001266,1,1st Place (Champion),TM_00135,3728.66,45.0,1
PLC_0008471,TN_001266,2,2nd Place,TM_00076,1657.18,20.0,0
PLC_0008472,TN_001266,3,3rd Place,TM_00147,994.31,12.0,0
PLC_0008473,TN_001266,4,4th Place,TM_00113,662.87,8.0,0
PLC_0008474,TN_001266,5,5th Place,TM_00096,414.3,5.0,0
PLC_0008475,TN_001267,1,1st Place (Champion),TM_00008,331269.32,45.0,1
PLC_0008476,TN_001267,2,2nd Place,TM_00020,147230.81,20.0,0
PLC_0008477,TN_001267,3,3rd Place,TM_00023,88338.49,12.0,0
PLC_0008478,TN_001267,4,4th Place,TM_00001,58892.32,8.0,0
PLC_0008479,TN_001267,5,5th Place,TM_00010,36807.7,5.0,0
PLC_0008480,TN_001267,6,6th Place,TM_00146,29446.16,4.0,0
PLC_0008481,TN_001267,7,7th Place,TM_00002,22084.62,3.0,0
PLC_0008482,TN_001267,8,8th Place,TM_00018,22084.62,3.0,0
PLC_0008483,TN_001268,1,1st Place (Champion),TM_00121,9572.72,45.0,1
PLC_0008484,TN_001268,2,2nd Place,TM_00063,4254.54,20.0,0
PLC_0008485,TN_001268,3,3rd Place,TM_00099,2552.72,12.0,0
PLC_0008486,TN_001268,4,4th Place,TM_00153,1701.82,8.0,0
PLC_0008487,TN_001268,5,5th Place,TM_00159,1063.63,5.0,0
PLC_0008488,TN_001269,1,1st Place (Champion),TM_00082,186505.95,45.0,1
PLC_0008489,TN_001269,2,2nd Place,TM_00036,82891.53,20.0,0
PLC_0008490,TN_001269,3,3rd Place,TM_00177,49734.92,12.0,0
PLC_0008491,TN_001269,4,4th Place,TM_00155,33156.61,8.0,0
PLC_0008492,TN_001269,5,5th Place,TM_00173,20722.88,5.0,0
PLC_0008493,TN_001270,1,1st Place (Champion),TM_00013,17570.83,45.0,1
PLC_0008494,TN_001270,2,2nd Place,TM_00015,7809.26,20.0,0
PLC_0008495,TN_001270,3,3rd Place,TM_00087,4685.55,12.0,0
PLC_0008496,TN_001270,4,4th Place,TM_00122,3123.7,8.0,0
PLC_0008497,TN_001270,5,5th Place,TM_00014,1952.31,5.0,0
PLC_0008498,TN_001270,6,6th Place,TM_00175,1561.85,4.0,0
PLC_0008499,TN_001270,7,7th Place,TM_00104,1171.39,3.0,0
PLC_0008500,TN_001271,1,1st Place (Champion),TM_00116,8438.12,45.0,1
PLC_0008501,TN_001271,2,2nd Place,TM_00093,3750.28,20.0,0
PLC_0008502,TN_001271,3,3rd Place,TM_00058,2250.17,12.0,0
PLC_0008503,TN_001271,4,4th Place,TM_00131,1500.11,8.0,0
PLC_0008504,TN_001271,5,5th Place,TM_00051,937.57,5.0,0
PLC_0008505,TN_001271,6,6th Place,TM_00090,750.06,4.0,0
PLC_0008506,TN_001271,7,7th Place,TM_00164,562.54,3.0,0
PLC_0008507,TN_001271,8,8th Place,TM_00067,562.54,3.0,0
PLC_0008508,TN_001272,1,1st Place (Champion),TM_00160,30079.09,45.0,1
PLC_0008509,TN_001272,2,2nd Place,TM_00128,13368.49,20.0,0
PLC_0008510,TN_001272,3,3rd Place,TM_00061,8021.09,12.0,0
PLC_0008511,TN_001272,4,4th Place,TM_00162,5347.39,8.0,0
PLC_0008512,TN_001272,5,5th Place,TM_00125,3342.12,5.0,0
PLC_0008513,TN_001273,1,1st Place (Champion),TM_00069,64189.37,45.0,1
PLC_0008514,TN_001273,2,2nd Place,TM_00091,28528.61,20.0,0
PLC_0008515,TN_001273,3,3rd Place,TM_00154,17117.17,12.0,0
PLC_0008516,TN_001273,4,4th Place,TM_00088,11411.44,8.0,0
PLC_0008517,TN_001273,5,5th Place,TM_00149,7132.15,5.0,0
PLC_0008518,TN_001273,6,6th Place,TM_00074,5705.72,4.0,0
PLC_0008519,TN_001273,7,7th Place,TM_00041,4279.29,3.0,0
PLC_0008520,TN_001274,1,1st Place (Champion),TM_00174,3217.8,45.0,1
PLC_0008521,TN_001274,2,2nd Place,TM_00119,1430.13,20.0,0
PLC_0008522,TN_001274,3,3rd Place,TM_00071,858.08,12.0,0
PLC_0008523,TN_001274,4,4th Place,TM_00045,572.05,8.0,0
PLC_0008524,TN_001274,5,5th Place,TM_00095,357.53,5.0,0
PLC_0008525,TN_001274,6,6th Place,TM_00163,286.03,4.0,0
