Tournament_ID,Tournament_Name,Game_ID,Year,Month,Start_Date,End_Date,Duration_Days,Tier,Tournament_Type,Organizer,Host_Country,Host_City,Host_Country_ISO,Prize_Pool_USD,Is_Crowdfunded,Peak_Viewers,Average_Viewers,Hours_Watched_Thousands,Air_Time_Hours,Winning_Team_ID,Prize_Per_Viewer_Ratio,Prize_Pool_Raw
TN_001661,Counter-Strike 2 Tier Championship 2023,G_03,2023,4,2023-04-23,2023-05-15,22,Tier 1 (S-Tier / Premier),Offline (LAN),Valve,Philippines,Manila,PHL,4114599.36,0,4482420.0,1666518,183316.98,110,TM_00108,0.9179,"$4,114,599.36"
TN_001662,Teamfight Tactics Tier Championship 2025,G_19,2025,12,2025-12-18,2025-12-26,8,Tier 4 (Regional / Qualifier),Offline (LAN),Riot Games,Saudi Arabia,Riyadh,SAU,14453.67,0,116855.0,38535,2157.96,56,TM_00052,0.1237,"$14,453.67"
TN_001663,Teamfight Tactics Tier Championship 2013,G_19,2013,11,2013-11-01,2013-11-10,9,Tier 4 (Regional / Qualifier),Offline (LAN),BLAST,France,Paris,FRA,36359.18,0,46666.0,19384,1046.74,54,TM_00153,0.7791,"$36,359.18"
TN_001664,Arena of Valor Tier Championship 2015,G_06,2015,2,2015-02-12,2015-02-22,10,Tier 4 (Regional / Qualifier),Offline (LAN),Tencent / Garena,Saudi Arabia,Riyadh,SAU,18968.87,0,51656.0,22127,1327.62,60,TM_00136,0.3672,"$18,968.87"
TN_001665,Rocket League Tier Championship 2020,G_10,2020,9,2020-09-12,2020-09-26,14,Tier 3 (B-Tier / Minor),Offline (LAN),Psyonix,Vietnam,Hanoi,VNM,123650.05,0,302743.0,118475,13269.2,112,TM_00089,0.4084,"$123,650.05"
TN_001666,Apex Legends Tier Championship 2023,G_12,2023,7,2023-07-05,2023-07-10,5,Tier 4 (Regional / Qualifier),Offline (LAN),EA / Respawn,Poland,,POL,11426.05,0,,42255,1267.65,30,TM_00038,0.1109,TBD / Postponed
TN_001667,Rocket League Tier Championship 2023,G_10,2023,7,2023-07-02,2023-07-28,26,Tier 1 (S-Tier / Premier),Offline (LAN),Garena,Indonesia,,IDN,4079966.44,0,10214784.0,3006235,625296.88,208,TM_00089,0.3994,"$4,079,966.44"
TN_001668,Call of Duty: Warzone Tier Championship 2021,G_15,2021,5,2021-05-19,2021-06-06,18,Tier 1 (S-Tier / Premier),Offline (LAN),Activision,United States,Los Angeles,USA,2919565.67,0,6130126.0,1798353,226592.48,126,TM_00067,0.4763,"$2,919,565.67"
TN_001669,Counter-Strike 2 Tier Championship 2024,G_03,2024,10,2024-10-10,2024-11-14,35,Tier 2 (A-Tier / Major),Offline (LAN),Valve,United Kingdom,London,GBR,224073.98,0,2130889.0,949245,199341.45,210,TM_00078,0.1052,"$224,073.98"
TN_001670,League of Legends Tier Championship 2019,G_01,2019,3,2019-03-24,2019-03-27,3,Tier 3 (B-Tier / Minor),Online,Riot Games,Online,Online,GLB,78000.13,0,201207.0,78424,1646.9,21,TM_00018,0.3877,"$78,000.13"
TN_001671,PUBG Mobile Tier Championship 2022,G_05,2022,3,2022-03-20,2022-04-08,19,Tier 2 (A-Tier / Major),Offline (LAN),PGL,Indonesia,Jakarta,IDN,290915.33,0,1456937.0,489047,74335.14,152,TM_00024,0.1997,"$290,915.33"
TN_001672,Tekken 8 Tier Championship 2021,G_16,2021,10,2021-10-20,2021-10-25,5,Tier 4 (Regional / Qualifier),Online,ESL FACEIT Group,Online,Online,GLB,101444.39,0,95615.0,27447,1097.88,40,TM_00162,1.061,"$101,444.39"
TN_001673,Fortnite Tier Championship 2020,G_08,2020,7,2020-07-13,2020-08-10,28,Tier 2 (A-Tier / Major),Offline (LAN),Moonton,United States,Los Angeles,USA,207408.82,0,1225970.0,424773,95149.15,224,TM_00066,0.1692,"$207,408.82"
TN_001674,Fortnite Tier Championship 2018,G_08,2018,3,2018-03-07,2018-04-02,26,Tier 2 (A-Tier / Major),Offline (LAN),Epic Games,Thailand,Bangkok,THA,479936.58,0,463137.0,179604,28018.22,156,TM_00114,1.0363,"$479,936.58"
TN_001675,Street Fighter 6 Tier Championship 2018,G_17,2018,10,2018-10-24,2018-11-13,20,Tier 2 (A-Tier / Major),Offline (LAN),BLAST,France,Paris,FRA,1070118.11,0,870794.0,270740,43318.4,160,TM_00149,1.2289,"$1,070,118.11"
TN_001676,Rainbow Six Siege Tier Championship 2013,G_09,2013,7,2013-07-18,2013-08-01,14,Tier 3 (B-Tier / Minor),Offline (LAN),Garena,Saudi Arabia,Riyadh,SAU,173026.47,0,114662.0,47743,5347.22,112,TM_00084,1.509,"$173,026.47"
TN_001677,Free Fire Tier Championship 2012,G_14,2012,10,2012-10-06,2012-11-02,27,Tier 1 (S-Tier / Premier),Offline (LAN),Garena,Thailand,Bangkok,THA,1895312.99,0,2725395.0,822709,111065.71,135,TM_00126,0.6954,"$1,895,312.99"
TN_001678,Fortnite Tier Championship 2022,G_08,2022,5,2022-05-04,2022-05-11,7,Tier 3 (B-Tier / Minor),Offline (LAN),Moonton,France,Paris,FRA,25622.46,0,224449.0,71919,3020.6,42,TM_00034,0.1142,"$25,622.46"
TN_001679,Street Fighter 6 Tier Championship 2017,G_17,2017,1,2017-01-17,2017-01-24,7,Tier 3 (B-Tier / Minor),Online,Capcom,Online,Online,GLB,32230.05,0,183739.0,53954,2266.07,42,TM_00041,0.1754,"$32,230.05"
TN_001680,Tekken 8 Tier Championship 2017,G_16,2017,2,2017-02-11,2017-02-23,12,Tier 3 (B-Tier / Minor),Offline (LAN),Bandai Namco,Poland,Katowice,POL,329554.83,0,231234.0,89382,6435.5,72,TM_00125,1.4252,TBD / Postponed
TN_001681,Call of Duty: Warzone Tier Championship 2013,G_15,2013,10,2013-10-03,2013-10-08,5,Tier 4 (Regional / Qualifier),Online,Activision,Online,Online,GLB,32988.03,0,8425.0,3566,106.98,30,TM_00116,3.9155,"$32,988.03"
TN_001682,Teamfight Tactics Tier Championship 2021,G_19,2021,7,2021-07-01,2021-07-04,3,Tier 4 (Regional / Qualifier),Online,ESL FACEIT Group,Online,Online,GLB,7622.86,0,124432.0,52314,784.71,15,TM_00035,0.0613,"$7,622.86"
TN_001683,Mobile Legends: Bang Bang Tier Championship 2015,G_07,2015,5,2015-05-10,2015-06-13,34,Tier 2 (A-Tier / Major),Offline (LAN),Garena,China,Shanghai,CHN,408241.93,0,284824.0,93228,25358.02,272,TM_00168,1.4333,"$408,241.93"
TN_001684,Counter-Strike 2 Tier Championship 2021,G_03,2021,3,2021-03-27,2021-04-19,23,Tier 1 (S-Tier / Premier),Offline (LAN),Valve,United States,Los Angeles,USA,5049650.14,0,7152276.0,2386064,329276.83,138,TM_00032,0.706,"$5,049,650.14"
TN_001685,Counter-Strike 2 Tier Championship 2019,G_03,2019,1,2019-01-28,2019-03-01,32,Tier 1 (S-Tier / Premier),Offline (LAN),ESL FACEIT Group,Vietnam,Ho Chi Minh City,VNM,4579905.89,0,2665531.0,1107111,212565.31,192,TM_00006,1.7182,"$4,579,905.89"
TN_001686,Dota 2 Tier Championship 2024,G_02,2024,5,2024-05-04,2024-05-07,3,Tier 4 (Regional / Qualifier),Online,Valve,Online,Online,GLB,28893.36,1,79550.0,24346,438.23,18,TM_00003,0.3632,"$28,893.36"
TN_001687,Rainbow Six Siege Tier Championship 2025,G_09,2025,9,2025-09-26,2025-10-04,8,Tier 4 (Regional / Qualifier),Offline (LAN),Ubisoft,United Kingdom,London,GBR,15367.47,0,79302.0,33407,1603.54,48,TM_00133,0.1938,"$15,367.47"
TN_001688,StarCraft II Tier Championship 2020,G_13,2020,11,2020-11-27,2020-12-15,18,Tier 2 (A-Tier / Major),Offline (LAN),Blizzard,United Kingdom,London,GBR,445188.84,0,1450749.0,420432,37838.88,90,TM_00082,0.3069,
TN_001689,Street Fighter 6 Tier Championship 2014,G_17,2014,10,2014-10-20,2014-10-31,11,Tier 3 (B-Tier / Minor),Online,Garena,Online,Online,GLB,32416.91,0,38211.0,15242,1173.63,77,TM_00154,0.8484,"$32,416.91"
TN_001690,Fortnite Tier Championship 2023,G_08,2023,11,2023-11-13,2023-11-18,5,Tier 3 (B-Tier / Minor),Offline (LAN),PGL,Vietnam,Ho Chi Minh City,VNM,55894.22,0,438230.0,196256,6868.96,35,TM_00034,0.1275,"$55,894.22"
TN_001691,VALORANT Tier Championship 2017,G_04,2017,1,2017-01-11,2017-01-23,12,Tier 3 (B-Tier / Minor),Online,Riot Games,Online,Online,GLB,54927.59,0,244161.0,69996,5039.71,72,TM_00056,0.225,"$54,927.59"
TN_001692,Teamfight Tactics Tier Championship 2023,G_19,2023,1,2023-01-17,2023-01-22,5,Tier 4 (Regional / Qualifier),Online,Riot Games,Online,Online,GLB,14800.99,0,73800.0,21630,648.9,30,TM_00079,0.2006,"$14,800.99"
TN_001693,Apex Legends Tier Championship 2022,G_12,2022,6,2022-06-27,2022-07-03,6,Tier 3 (B-Tier / Minor),Online,EA / Respawn,Online,Online,GLB,36009.7,0,393180.0,125374,3761.22,30,TM_00085,0.0916,"$36,009.70"
TN_001694,Street Fighter 6 Tier Championship 2019,G_17,2019,10,2019-10-16,2019-11-12,27,Tier 1 (S-Tier / Premier),Offline (LAN),Moonton,Philippines,Manila,PHL,7354805.02,0,3951579.0,1605010,216676.35,135,TM_00041,1.8612,"$7,354,805.02"
TN_001695,Teamfight Tactics Tier Championship 2018,G_19,2018,10,2018-10-09,2018-10-27,18,Tier 1 (S-Tier / Premier),Offline (LAN),Riot Games,Indonesia,Jakarta,IDN,2551985.61,0,5347526.0,2228422,200557.98,90,TM_00063,0.4772,"$2,551,985.61"
TN_001696,Arena of Valor Tier Championship 2021,G_06,2021,11,2021-11-28,2021-12-07,9,Tier 3 (B-Tier / Minor),Offline (LAN),Moonton,Thailand,Bangkok,THA,37524.47,0,162114.0,51471,2779.43,54,TM_00081,0.2315,"$37,524.47"
TN_001697,Rainbow Six Siege Tier Championship 2025,G_09,2025,1,2025-01-03,2025-02-07,35,Tier 2 (A-Tier / Major),Offline (LAN),BLAST,United Kingdom,London,GBR,358833.69,0,1616931.0,538004,112980.84,210,TM_00049,0.2219,"$358,833.69"
TN_001698,CrossFire Tier Championship 2021,G_20,2021,11,2021-11-01,2021-12-04,33,Tier 2 (A-Tier / Major),Offline (LAN),Garena,Saudi Arabia,Riyadh,SAU,303798.26,0,773531.0,235099,62066.14,264,TM_00026,0.3927,TBD / Postponed
TN_001699,Rocket League Tier Championship 2025,G_10,2025,2,2025-02-17,2025-02-26,9,Tier 4 (Regional / Qualifier),Online,Moonton,Online,Online,GLB,19660.11,0,137892.0,45170,2845.71,63,TM_00115,0.1426,"$19,660.11"
TN_001700,CrossFire Tier Championship 2019,G_20,2019,8,2019-08-05,2019-08-18,13,Tier 3 (B-Tier / Minor),Online,BLAST,Online,Online,GLB,62411.87,0,270755.0,93836,6099.34,65,TM_00167,0.2305,"$62,411.87"
TN_001701,CrossFire Tier Championship 2022,G_20,2022,5,2022-05-08,2022-06-06,29,Tier 2 (A-Tier / Major),Offline (LAN),Smilegate,Vietnam,Ho Chi Minh City,VNM,271413.79,0,781801.0,269951,54800.05,203,TM_00156,0.3472,"$271,413.79"
TN_001702,League of Legends Tier Championship 2024,G_01,2024,2,2024-02-23,2024-02-28,5,Tier 4 (Regional / Qualifier),Online,BLAST,Online,Online,GLB,19329.13,0,133167.0,47044,1411.32,30,TM_00018,0.1451,"$19,329.13"
TN_001703,Fortnite Tier Championship 2020,G_08,2020,2,2020-02-22,2020-03-22,29,Tier 2 (A-Tier / Major),Offline (LAN),Epic Games,Poland,Katowice,POL,345819.84,0,1059404.0,311530,63240.59,203,TM_00083,0.3264,"$345,819.84"
TN_001704,Counter-Strike 2 Tier Championship 2016,G_03,2016,7,2016-07-04,2016-07-19,15,Tier 2 (A-Tier / Major),Offline (LAN),Valve,South Korea,Seoul,KOR,142593.3,0,962975.0,411364,49363.68,120,TM_00075,0.1481,"$142,593.30"
TN_001705,Arena of Valor Tier Championship 2014,G_06,2014,8,2014-08-16,2014-09-19,34,Tier 2 (A-Tier / Major),Offline (LAN),PGL,Poland,Katowice,POL,293575.67,0,228220.0,100194,17032.98,170,TM_00012,1.2864,"$293,575.67"
TN_001706,Rocket League Tier Championship 2013,G_10,2013,8,2013-08-12,2013-08-15,3,Tier 4 (Regional / Qualifier),Online,PGL,Online,Online,GLB,10598.01,0,36254.0,10333,247.99,24,TM_00141,0.2923,"$10,598.01"
TN_001707,VALORANT Tier Championship 2018,G_04,2018,2,2018-02-25,2018-03-09,12,Tier 4 (Regional / Qualifier),Online,PGL,Online,Online,GLB,15705.89,0,44624.0,13641,818.46,60,TM_00030,0.352,"$15,705.89"
TN_001708,Counter-Strike 2 Tier Championship 2017,G_03,2017,3,2017-03-23,2017-04-04,12,Tier 4 (Regional / Qualifier),Offline (LAN),Valve,Singapore,Singapore,SGP,11320.62,0,62013.0,25592,1535.52,60,TM_00009,0.1826,"$11,320.62"
TN_001709,CrossFire Tier Championship 2020,G_20,2020,10,2020-10-07,2020-10-18,11,Tier 3 (B-Tier / Minor),Online,Garena,Online,Online,GLB,31653.22,0,127236.0,35734,2358.44,66,TM_00120,0.2488,"$31,653.22"
TN_001710,Apex Legends Tier Championship 2020,G_12,2020,4,2020-04-15,2020-05-05,20,Tier 2 (A-Tier / Major),Offline (LAN),EA / Respawn,China,Shanghai,CHN,117404.84,0,2091623.0,835181,116925.34,140,TM_00145,0.0561,"$117,404.84"
TN_001711,Overwatch 2 Tier Championship 2017,G_11,2017,12,2017-12-06,2017-12-29,23,Tier 2 (A-Tier / Major),Offline (LAN),Blizzard,Vietnam,Ho Chi Minh City,VNM,738801.93,0,1120694.0,495252,79735.57,161,TM_00172,0.6592,"$738,801.93"
TN_001712,Free Fire Tier Championship 2021,G_14,2021,8,2021-08-10,2021-08-17,7,Tier 4 (Regional / Qualifier),Offline (LAN),Garena,South Korea,Seoul,KOR,13090.38,0,108771.0,41739,2337.38,56,TM_00157,0.1203,"$13,090.38"
TN_001713,Tekken 8 Tier Championship 2014,G_16,2014,7,2014-07-01,2014-08-01,31,Tier 2 (A-Tier / Major),Offline (LAN),Garena,Saudi Arabia,Riyadh,SAU,152314.37,0,851973.0,362493,67423.7,186,TM_00094,0.1788,"$152,314.37"
TN_001714,Rocket League Tier Championship 2026,G_10,2026,4,2026-04-11,2026-04-15,4,Tier 3 (B-Tier / Minor),Online,Psyonix,Online,Online,GLB,34091.91,0,323205.0,99758,1995.16,20,TM_00115,0.1055,"$34,091.91"
TN_001715,Apex Legends Tier Championship 2023,G_12,2023,12,2023-12-27,2024-01-23,27,Tier 2 (A-Tier / Major),Offline (LAN),EA / Respawn,United Kingdom,London,GBR,1166051.38,0,1218925.0,399155,75440.29,189,TM_00145,0.9566,"$1,166,051.38"
TN_001716,PUBG: Battlegrounds Tier Championship 2020,G_18,2020,2,2020-02-25,2020-03-25,29,Tier 1 (S-Tier / Premier),Offline (LAN),ESL FACEIT Group,United States,Los Angeles,USA,2177903.35,0,5461978.0,2001827,406370.88,203,TM_00077,0.3987,"$2,177,903.35"
TN_001717,Dota 2 Tier Championship 2021,G_02,2021,2,2021-02-16,2021-03-02,14,Tier 3 (B-Tier / Minor),Online,Valve,Online,Online,GLB,41849.37,1,111299.0,35376,2971.58,84,TM_00005,0.376,"$41,849.37"
TN_001718,Rocket League Tier Championship 2013,G_10,2013,11,2013-11-06,2013-11-22,16,Tier 1 (S-Tier / Premier),Offline (LAN),BLAST,Thailand,,THA,919286.84,0,,715283,80111.7,112,TM_00089,0.3822,"$919,286.84"
TN_001719,PUBG Mobile Tier Championship 2018,G_05,2018,7,2018-07-07,2018-07-14,7,Tier 3 (B-Tier / Minor),Online,Krafton / Tencent,Online,Online,GLB,83128.53,0,197965.0,69218,2422.63,35,TM_00139,0.4199,"$83,128.53"
TN_001720,PUBG Mobile Tier Championship 2016,G_05,2016,10,2016-10-27,2016-11-07,11,Tier 3 (B-Tier / Minor),Offline (LAN),BLAST,United States,Los Angeles,USA,85162.28,0,261071.0,76266,4194.63,55,TM_00048,0.3262,TBD / Postponed
TN_001721,Overwatch 2 Tier Championship 2024,G_11,2024,6,2024-06-12,2024-06-23,11,Tier 3 (B-Tier / Minor),Online,Blizzard,Online,Online,GLB,372364.94,0,396309.0,127170,6994.35,55,TM_00110,0.9396,"$372,364.94"
TN_001722,Street Fighter 6 Tier Championship 2017,G_17,2017,12,2017-12-24,2017-12-28,4,Tier 3 (B-Tier / Minor),Online,Capcom,Online,Online,GLB,44602.08,0,130635.0,45943,1286.4,28,TM_00151,0.3414,"$44,602.08"
TN_001723,StarCraft II Tier Championship 2015,G_13,2015,8,2015-08-09,2015-08-16,7,Tier 3 (B-Tier / Minor),Online,Moonton,Online,Online,GLB,73631.64,0,252575.0,110501,6188.06,56,TM_00155,0.2915,"$73,631.64"
TN_001724,VALORANT Tier Championship 2014,G_04,2014,11,2014-11-12,2014-12-15,33,Tier 2 (A-Tier / Major),Offline (LAN),ESL FACEIT Group,France,Paris,FRA,233148.56,0,412708.0,139093,36720.55,264,TM_00134,0.5649,"$233,148.56"
TN_001725,League of Legends Tier Championship 2018,G_01,2018,1,2018-01-21,2018-01-31,10,Tier 4 (Regional / Qualifier),Online,Garena,Online,Online,GLB,32799.88,0,99763.0,34274,1713.7,50,TM_00072,0.3288,"$32,799.88"
TN_001726,Arena of Valor Tier Championship 2017,G_06,2017,1,2017-01-10,2017-01-13,3,Tier 3 (B-Tier / Minor),Online,Moonton,Online,Online,GLB,36299.35,0,137243.0,39254,706.57,18,TM_00031,0.2645,"$36,299.35"
TN_001727,Rainbow Six Siege Tier Championship 2015,G_09,2015,1,2015-01-23,2015-01-30,7,Tier 4 (Regional / Qualifier),Online,Ubisoft,Online,Online,GLB,39956.29,0,25809.0,8348,409.05,49,TM_00084,1.5482,"$39,956.29"
TN_001728,Apex Legends Tier Championship 2024,G_12,2024,5,2024-05-04,2024-05-18,14,Tier 1 (S-Tier / Premier),Offline (LAN),EA / Respawn,Vietnam,Hanoi,VNM,1027340.37,0,6764423.0,2485073,208746.13,84,TM_00107,0.1519,"$1,027,340.37"
TN_001729,Apex Legends Tier Championship 2018,G_12,2018,10,2018-10-26,2018-11-14,19,Tier 1 (S-Tier / Premier),Offline (LAN),ESL FACEIT Group,Germany,Cologne,DEU,6458529.59,0,1751250.0,772900,73425.5,95,TM_00145,3.688,
TN_001730,Tekken 8 Tier Championship 2025,G_16,2025,11,2025-11-07,2025-12-03,26,Tier 1 (S-Tier / Premier),Offline (LAN),PGL,Indonesia,Jakarta,IDN,845818.36,0,5341992.0,2181320,283571.6,130,TM_00094,0.1583,"$845,818.36"
TN_001731,Overwatch 2 Tier Championship 2022,G_11,2022,4,2022-04-17,2022-04-25,8,Tier 4 (Regional / Qualifier),Online,Blizzard,Online,Online,GLB,15287.24,0,99005.0,33645,2153.28,64,TM_00096,0.1544,"$15,287.24"
TN_001732,Counter-Strike 2 Tier Championship 2019,G_03,2019,11,2019-11-09,2019-11-22,13,Tier 3 (B-Tier / Minor),Offline (LAN),Garena,South Korea,Seoul,KOR,99533.56,0,163399.0,70122,4557.93,65,TM_00009,0.6091,"$99,533.56"
TN_001733,CrossFire Tier Championship 2020,G_20,2020,3,2020-03-13,2020-03-21,8,Tier 3 (B-Tier / Minor),Online,Smilegate,Online,Online,GLB,37676.93,0,205285.0,72112,3461.38,48,TM_00138,0.1835,"$37,676.93"
TN_001734,PUBG Mobile Tier Championship 2020,G_05,2020,10,2020-10-23,2020-10-31,8,Tier 4 (Regional / Qualifier),Online,ESL FACEIT Group,Online,Online,GLB,29393.68,0,146613.0,53753,3440.19,64,TM_00024,0.2005,"$29,393.68"
TN_001735,Dota 2 Tier Championship 2022,G_02,2022,5,2022-05-23,2022-06-01,9,Tier 3 (B-Tier / Minor),Online,Moonton,Online,Online,GLB,194902.93,1,476180.0,136985,7397.19,54,TM_00005,0.4093,"$194,902.93"
TN_001736,Counter-Strike 2 Tier Championship 2016,G_03,2016,4,2016-04-24,2016-04-30,6,Tier 3 (B-Tier / Minor),Online,Valve,Online,Online,GLB,51155.94,0,223278.0,80846,3395.53,42,TM_00047,0.2291,"$51,155.94"
TN_001737,Overwatch 2 Tier Championship 2024,G_11,2024,12,2024-12-14,2025-01-03,20,Tier 1 (S-Tier / Premier),Offline (LAN),Blizzard,Germany,Cologne,DEU,3562933.33,0,9806028.0,4216059,421605.9,100,TM_00076,0.3633,"$3,562,933.33"
TN_001738,Tekken 8 Tier Championship 2023,G_16,2023,4,2023-04-20,2023-05-13,23,Tier 2 (A-Tier / Major),Offline (LAN),Bandai Namco,Saudi Arabia,Riyadh,SAU,189527.67,0,1371175.0,449007,72290.13,161,TM_00160,0.1382,"$189,527.67"
TN_001739,Free Fire Tier Championship 2019,G_14,2019,1,2019-01-17,2019-02-13,27,Tier 2 (A-Tier / Major),Offline (LAN),Garena,China,Shanghai,CHN,513236.24,0,1199405.0,380047,82090.15,216,TM_00137,0.4279,"$513,236.24"
TN_001740,League of Legends Tier Championship 2014,G_01,2014,1,2014-01-17,2014-02-01,15,Tier 2 (A-Tier / Major),Offline (LAN),Riot Games,United Kingdom,London,GBR,359298.45,0,959642.0,408624,36776.16,90,TM_00001,0.3744,"$359,298.45"
TN_001741,Street Fighter 6 Tier Championship 2017,G_17,2017,1,2017-01-22,2017-02-24,33,Tier 2 (A-Tier / Major),Offline (LAN),Moonton,United States,Seattle,USA,364830.0,0,1214165.0,491443,81088.1,165,TM_00044,0.3005,"$364,830.00"
TN_001742,League of Legends Tier Championship 2025,G_01,2025,9,2025-09-27,2025-10-18,21,Tier 1 (S-Tier / Premier),Offline (LAN),Riot Games,Vietnam,Ho Chi Minh City,VNM,1090222.78,0,7015443.0,2911816,305740.68,105,TM_00072,0.1554,"$1,090,222.78"
TN_001743,StarCraft II Tier Championship 2015,G_13,2015,2,2015-02-07,2015-03-05,26,Tier 2 (A-Tier / Major),Offline (LAN),Blizzard,Germany,Cologne,DEU,604904.69,0,606672.0,193925,40336.4,208,TM_00036,0.9971,"$604,904.69"
TN_001744,Call of Duty: Warzone Tier Championship 2019,G_15,2019,2,2019-02-04,2019-03-07,31,Tier 2 (A-Tier / Major),Offline (LAN),Activision,Singapore,Singapore,SGP,104570.26,0,2114724.0,611972,132797.92,217,TM_00058,0.0494,TBD / Postponed
TN_001745,Free Fire Tier Championship 2023,G_14,2023,9,2023-09-11,2023-10-05,24,Tier 2 (A-Tier / Major),Offline (LAN),PGL,China,Shanghai,CHN,397998.25,0,1787667.0,720543,138344.26,192,TM_00040,0.2226,"$397,998.25"
TN_001746,Dota 2 Tier Championship 2019,G_02,2019,4,2019-04-06,2019-04-23,17,Tier 1 (S-Tier / Premier),Offline (LAN),Valve,United States,Seattle,USA,2090116.84,1,2678520.0,875276,119037.54,136,TM_00098,0.7803,
TN_001747,Apex Legends Tier Championship 2017,G_12,2017,1,2017-01-10,2017-01-23,13,Tier 4 (Regional / Qualifier),Offline (LAN),PGL,Saudi Arabia,Riyadh,SAU,7848.66,0,54675.0,17440,1360.32,78,TM_00145,0.1436,"$7,848.66"
TN_001748,League of Legends Tier Championship 2018,G_01,2018,1,2018-01-11,2018-01-17,6,Tier 3 (B-Tier / Minor),Online,Moonton,Online,,GLB,45889.22,0,183128.0,78333,3759.98,48,TM_00010,0.2506,"$45,889.22"
TN_001749,Rainbow Six Siege Tier Championship 2018,G_09,2018,11,2018-11-01,2018-11-30,29,Tier 2 (A-Tier / Major),Offline (LAN),Ubisoft,United Kingdom,London,GBR,997599.26,0,978858.0,346768,70393.9,203,TM_00057,1.0191,"$997,599.26"
TN_001750,PUBG: Battlegrounds Tier Championship 2023,G_18,2023,6,2023-06-23,2023-06-30,7,Tier 3 (B-Tier / Minor),Online,Krafton,Online,Online,GLB,48292.23,0,441590.0,195306,9569.99,49,TM_00045,0.1094,"$48,292.23"
TN_001751,Street Fighter 6 Tier Championship 2022,G_17,2022,8,2022-08-24,2022-09-24,31,Tier 2 (A-Tier / Major),Offline (LAN),PGL,China,Shanghai,CHN,1612871.31,0,1520986.0,594431,110564.17,186,TM_00149,1.0604,"$1,612,871.31"
TN_001752,VALORANT Tier Championship 2018,G_04,2018,2,2018-02-15,2018-03-10,23,Tier 1 (S-Tier / Premier),Offline (LAN),Garena,United States,Los Angeles,USA,2641551.62,0,3801233.0,1259194,144807.31,115,TM_00042,0.6949,"$2,641,551.62"
TN_001753,Dota 2 Tier Championship 2018,G_02,2018,10,2018-10-19,2018-11-09,21,Tier 2 (A-Tier / Major),Offline (LAN),Moonton,Singapore,Singapore,SGP,602451.18,1,1081788.0,366530,53879.91,147,TM_00161,0.5569,"$602,451.18"
TN_001754,Tekken 8 Tier Championship 2018,G_16,2018,7,2018-07-26,2018-08-05,10,Tier 3 (B-Tier / Minor),Online,Garena,Online,Online,GLB,53416.42,0,155454.0,52388,4191.04,80,TM_00059,0.3436,"$53,416.42"
TN_001755,Free Fire Tier Championship 2023,G_14,2023,3,2023-03-28,2023-04-16,19,Tier 2 (A-Tier / Major),Offline (LAN),Garena,Philippines,Manila,PHL,750885.63,0,633245.0,190376,21702.86,114,TM_00040,1.1858,TBD / Postponed
TN_001756,Street Fighter 6 Tier Championship 2016,G_17,2016,6,2016-06-23,2016-07-05,12,Tier 3 (B-Tier / Minor),Online,Capcom,Online,Online,GLB,133085.22,0,236314.0,96689,9282.14,96,TM_00151,0.5632,"$133,085.22"
TN_001757,PUBG: Battlegrounds Tier Championship 2020,G_18,2020,1,2020-01-12,2020-01-18,6,Tier 3 (B-Tier / Minor),Online,Krafton,Online,Online,GLB,32417.17,0,181458.0,53822,1614.66,30,TM_00163,0.1786,"$32,417.17"
TN_001758,Fortnite Tier Championship 2021,G_08,2021,3,2021-03-24,2021-03-28,4,Tier 4 (Regional / Qualifier),Offline (LAN),Epic Games,Indonesia,Jakarta,IDN,5035.39,0,107492.0,34732,972.5,28,TM_00171,0.0468,"$5,035.39"
TN_001759,Apex Legends Tier Championship 2024,G_12,2024,1,2024-01-05,2024-01-13,8,Tier 3 (B-Tier / Minor),Online,EA / Respawn,Online,Online,GLB,36340.03,0,431057.0,135224,8654.34,64,TM_00145,0.0843,"$36,340.03"
TN_001760,Mobile Legends: Bang Bang Tier Championship 2022,G_07,2022,9,2022-09-15,2022-09-21,6,Tier 3 (B-Tier / Minor),Offline (LAN),Moonton,South Korea,Seoul,KOR,32661.2,0,236653.0,101464,4870.27,48,TM_00013,0.138,"$32,661.20"
TN_001761,Fortnite Tier Championship 2018,G_08,2018,9,2018-09-13,2018-09-16,3,Tier 4 (Regional / Qualifier),Online,BLAST,Online,,GLB,16141.93,0,,32237,483.56,15,TM_00105,0.2215,TBD / Postponed
TN_001762,CrossFire Tier Championship 2023,G_20,2023,7,2023-07-08,2023-08-03,26,Tier 2 (A-Tier / Major),Offline (LAN),Garena,China,Shanghai,CHN,572012.59,0,1020474.0,407995,63647.22,156,TM_00138,0.5605,"$572,012.59"
TN_001763,Apex Legends Tier Championship 2024,G_12,2024,7,2024-07-27,2024-07-30,3,Tier 4 (Regional / Qualifier),Online,EA / Respawn,Online,Online,GLB,27480.81,0,111957.0,47674,1001.15,21,TM_00152,0.2455,"$27,480.81"
TN_001764,Teamfight Tactics Tier Championship 2018,G_19,2018,1,2018-01-05,2018-01-19,14,Tier 3 (B-Tier / Minor),Online,Riot Games,Online,Online,GLB,156272.69,0,270013.0,118170,8271.9,70,TM_00035,0.5788,TBD / Postponed
